fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.000 precision:0.992 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:293 false_negative:0 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.050 precision:0.995 recall:0.978 true_negative_rate:0.433 true_positive:35647 true_negative:127 false_positive:166 false_negative:818 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.100 precision:0.998 recall:0.909 true_negative_rate:0.730 true_positive:33135 true_negative:214 false_positive:79 false_negative:3330 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.773 true_negative_rate:0.874 true_positive:28201 true_negative:256 false_positive:37 false_negative:8264 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.610 true_negative_rate:0.939 true_positive:22251 true_negative:275 false_positive:18 false_negative:14214 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.478 true_negative_rate:0.976 true_positive:17423 true_negative:286 false_positive:7 false_negative:19042 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.372 true_negative_rate:0.993 true_positive:13580 true_negative:291 false_positive:2 false_negative:22885 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.274 true_negative_rate:0.993 true_positive:10004 true_negative:291 false_positive:2 false_negative:26461 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.196 true_negative_rate:1.000 true_positive:7130 true_negative:293 false_positive:0 false_negative:29335 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.138 true_negative_rate:1.000 true_positive:5035 true_negative:293 false_positive:0 false_negative:31430 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:3465 true_negative:293 false_positive:0 false_negative:33000 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:2329 true_negative:293 false_positive:0 false_negative:34136 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1361 true_negative:293 false_positive:0 false_negative:35104 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:628 true_negative:293 false_positive:0 false_negative:35837 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:253 true_negative:293 false_positive:0 false_negative:36212 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:119 true_negative:293 false_positive:0 false_negative:36346 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:52 true_negative:293 false_positive:0 false_negative:36413 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:29 true_negative:293 false_positive:0 false_negative:36436 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:17 true_negative:293 false_positive:0 false_negative:36448 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:293 false_positive:0 false_negative:36458 
fr079_ocount_120_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:293 false_positive:0 false_negative:36464 
