fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.000 precision:0.987 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:467 false_negative:0 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.050 precision:0.991 recall:0.935 true_negative_rate:0.379 true_positive:32553 true_negative:177 false_positive:290 false_negative:2278 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.100 precision:0.994 recall:0.779 true_negative_rate:0.675 true_positive:27145 true_negative:315 false_positive:152 false_negative:7686 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.596 true_negative_rate:0.940 true_positive:20760 true_negative:439 false_positive:28 false_negative:14071 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.464 true_negative_rate:0.974 true_positive:16175 true_negative:455 false_positive:12 false_negative:18656 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.389 true_negative_rate:0.981 true_positive:13561 true_negative:458 false_positive:9 false_negative:21270 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.323 true_negative_rate:0.985 true_positive:11242 true_negative:460 false_positive:7 false_negative:23589 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.269 true_negative_rate:0.996 true_positive:9378 true_negative:465 false_positive:2 false_negative:25453 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:1.000 true_positive:7822 true_negative:467 false_positive:0 false_negative:27009 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6403 true_negative:467 false_positive:0 false_negative:28428 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:4933 true_negative:467 false_positive:0 false_negative:29898 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3828 true_negative:467 false_positive:0 false_negative:31003 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2648 true_negative:467 false_positive:0 false_negative:32183 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1705 true_negative:467 false_positive:0 false_negative:33126 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1244 true_negative:467 false_positive:0 false_negative:33587 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:958 true_negative:467 false_positive:0 false_negative:33873 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:645 true_negative:467 false_positive:0 false_negative:34186 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:197 true_negative:467 false_positive:0 false_negative:34634 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:43 true_negative:467 false_positive:0 false_negative:34788 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:467 false_positive:0 false_negative:34818 
fhw_ocount_40_osize_6_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:467 false_positive:0 false_negative:34830 
