fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.000 precision:0.454 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:17904 false_negative:0 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.050 precision:0.448 recall:0.926 true_negative_rate:0.050 true_positive:13796 true_negative:894 false_positive:17010 false_negative:1097 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.100 precision:0.470 recall:0.805 true_negative_rate:0.244 true_positive:11986 true_negative:4374 false_positive:13530 false_negative:2907 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.150 precision:0.586 recall:0.675 true_negative_rate:0.604 true_positive:10054 true_negative:10814 false_positive:7090 false_negative:4839 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.200 precision:0.800 recall:0.564 true_negative_rate:0.883 true_positive:8395 true_negative:15808 false_positive:2096 false_negative:6498 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.250 precision:0.938 recall:0.472 true_negative_rate:0.974 true_positive:7024 true_negative:17437 false_positive:467 false_negative:7869 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.300 precision:0.983 recall:0.407 true_negative_rate:0.994 true_positive:6065 true_negative:17799 false_positive:105 false_negative:8828 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.350 precision:0.995 recall:0.358 true_negative_rate:0.998 true_positive:5332 true_negative:17877 false_positive:27 false_negative:9561 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.306 true_negative_rate:1.000 true_positive:4557 true_negative:17897 false_positive:7 false_negative:10336 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.266 true_negative_rate:1.000 true_positive:3962 true_negative:17904 false_positive:0 false_negative:10931 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.226 true_negative_rate:1.000 true_positive:3371 true_negative:17904 false_positive:0 false_negative:11522 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:2751 true_negative:17904 false_positive:0 false_negative:12142 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:2149 true_negative:17904 false_positive:0 false_negative:12744 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:1630 true_negative:17904 false_positive:0 false_negative:13263 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:1137 true_negative:17904 false_positive:0 false_negative:13756 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.043 true_negative_rate:1.000 true_positive:644 true_negative:17904 false_positive:0 false_negative:14249 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:275 true_negative:17904 false_positive:0 false_negative:14618 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:90 true_negative:17904 false_positive:0 false_negative:14803 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:33 true_negative:17904 false_positive:0 false_negative:14860 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:17904 false_positive:0 false_negative:14886 
fr101_ocount_140_osize_18_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17904 false_positive:0 false_negative:14892 
