fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.000 precision:0.968 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:1207 false_negative:0 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.050 precision:0.984 recall:0.975 true_negative_rate:0.519 true_positive:35547 true_negative:626 false_positive:581 false_negative:918 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.100 precision:0.990 recall:0.899 true_negative_rate:0.739 true_positive:32782 true_negative:892 false_positive:315 false_negative:3683 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.150 precision:0.994 recall:0.756 true_negative_rate:0.863 true_positive:27570 true_negative:1042 false_positive:165 false_negative:8895 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.200 precision:0.997 recall:0.585 true_negative_rate:0.945 true_positive:21332 true_negative:1141 false_positive:66 false_negative:15133 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.455 true_negative_rate:0.965 true_positive:16581 true_negative:1165 false_positive:42 false_negative:19884 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.344 true_negative_rate:0.982 true_positive:12539 true_negative:1185 false_positive:22 false_negative:23926 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.247 true_negative_rate:0.994 true_positive:8993 true_negative:1200 false_positive:7 false_negative:27472 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.174 true_negative_rate:0.998 true_positive:6338 true_negative:1204 false_positive:3 false_negative:30127 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.121 true_negative_rate:0.998 true_positive:4423 true_negative:1204 false_positive:3 false_negative:32042 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.080 true_negative_rate:0.998 true_positive:2901 true_negative:1204 false_positive:3 false_negative:33564 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.049 true_negative_rate:0.998 true_positive:1793 true_negative:1205 false_positive:2 false_negative:34672 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:901 true_negative:1207 false_positive:0 false_negative:35564 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:330 true_negative:1207 false_positive:0 false_negative:36135 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:142 true_negative:1207 false_positive:0 false_negative:36323 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:65 true_negative:1207 false_positive:0 false_negative:36400 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:30 true_negative:1207 false_positive:0 false_negative:36435 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:1207 false_positive:0 false_negative:36451 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:1207 false_positive:0 false_negative:36455 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1207 false_positive:0 false_negative:36459 
fr079_ocount_60_osize_9_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1207 false_positive:0 false_negative:36464 
