fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.000 precision:0.812 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:3440 false_negative:0 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.050 precision:0.851 recall:0.927 true_negative_rate:0.298 true_positive:13809 true_negative:1025 false_positive:2415 false_negative:1084 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.100 precision:0.959 recall:0.804 true_negative_rate:0.851 true_positive:11970 true_negative:2927 false_positive:513 false_negative:2923 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.150 precision:0.980 recall:0.660 true_negative_rate:0.943 true_positive:9824 true_negative:3244 false_positive:196 false_negative:5069 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.200 precision:0.991 recall:0.554 true_negative_rate:0.978 true_positive:8247 true_negative:3365 false_positive:75 false_negative:6646 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.250 precision:0.993 recall:0.480 true_negative_rate:0.986 true_positive:7142 true_negative:3392 false_positive:48 false_negative:7751 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.300 precision:0.994 recall:0.421 true_negative_rate:0.989 true_positive:6271 true_negative:3401 false_positive:39 false_negative:8622 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.350 precision:0.998 recall:0.375 true_negative_rate:0.997 true_positive:5580 true_negative:3428 false_positive:12 false_negative:9313 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.326 true_negative_rate:0.999 true_positive:4861 true_negative:3436 false_positive:4 false_negative:10032 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.287 true_negative_rate:1.000 true_positive:4280 true_negative:3439 false_positive:1 false_negative:10613 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.254 true_negative_rate:1.000 true_positive:3781 true_negative:3440 false_positive:0 false_negative:11112 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.222 true_negative_rate:1.000 true_positive:3302 true_negative:3440 false_positive:0 false_negative:11591 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.188 true_negative_rate:1.000 true_positive:2795 true_negative:3440 false_positive:0 false_negative:12098 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.147 true_negative_rate:1.000 true_positive:2194 true_negative:3440 false_positive:0 false_negative:12699 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.114 true_negative_rate:1.000 true_positive:1698 true_negative:3440 false_positive:0 false_negative:13195 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.086 true_negative_rate:1.000 true_positive:1279 true_negative:3440 false_positive:0 false_negative:13614 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.053 true_negative_rate:1.000 true_positive:796 true_negative:3440 false_positive:0 false_negative:14097 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:357 true_negative:3440 false_positive:0 false_negative:14536 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:106 true_negative:3440 false_positive:0 false_negative:14787 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:23 true_negative:3440 false_positive:0 false_negative:14870 
fr101_ocount_140_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3440 false_positive:0 false_negative:14892 
