csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.000 precision:0.969 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:532 false_negative:0 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.050 precision:0.972 recall:0.967 true_negative_rate:0.115 true_positive:16296 true_negative:61 false_positive:471 false_negative:561 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.100 precision:0.975 recall:0.868 true_negative_rate:0.291 true_positive:14631 true_negative:155 false_positive:377 false_negative:2226 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.150 precision:0.986 recall:0.698 true_negative_rate:0.677 true_positive:11760 true_negative:360 false_positive:172 false_negative:5097 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.200 precision:0.994 recall:0.507 true_negative_rate:0.900 true_positive:8544 true_negative:479 false_positive:53 false_negative:8313 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.250 precision:0.997 recall:0.365 true_negative_rate:0.961 true_positive:6157 true_negative:511 false_positive:21 false_negative:10700 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.267 true_negative_rate:0.991 true_positive:4509 true_negative:527 false_positive:5 false_negative:12348 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.201 true_negative_rate:1.000 true_positive:3385 true_negative:532 false_positive:0 false_negative:13472 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.147 true_negative_rate:1.000 true_positive:2476 true_negative:532 false_positive:0 false_negative:14381 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:1744 true_negative:532 false_positive:0 false_negative:15113 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:1088 true_negative:532 false_positive:0 false_negative:15769 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:680 true_negative:532 false_positive:0 false_negative:16177 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:383 true_negative:532 false_positive:0 false_negative:16474 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:166 true_negative:532 false_positive:0 false_negative:16691 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:63 true_negative:532 false_positive:0 false_negative:16794 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:532 false_positive:0 false_negative:16832 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:532 false_positive:0 false_negative:16836 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:532 false_positive:0 false_negative:16843 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:532 false_positive:0 false_negative:16851 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:532 false_positive:0 false_negative:16853 
csail_ocount_20_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:532 false_positive:0 false_negative:16856 
