aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.000 precision:0.862 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:6042 false_negative:0 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.050 precision:0.912 recall:0.871 true_negative_rate:0.473 true_positive:32907 true_negative:2859 false_positive:3183 false_negative:4888 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.100 precision:0.979 recall:0.726 true_negative_rate:0.904 true_positive:27449 true_negative:5464 false_positive:578 false_negative:10346 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.150 precision:0.989 recall:0.621 true_negative_rate:0.958 true_positive:23478 true_negative:5786 false_positive:256 false_negative:14317 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.200 precision:0.991 recall:0.546 true_negative_rate:0.970 true_positive:20634 true_negative:5863 false_positive:179 false_negative:17161 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.476 true_negative_rate:0.982 true_positive:18008 true_negative:5931 false_positive:111 false_negative:19787 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.300 precision:0.997 recall:0.423 true_negative_rate:0.991 true_positive:15995 true_negative:5987 false_positive:55 false_negative:21800 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.362 true_negative_rate:0.995 true_positive:13686 true_negative:6011 false_positive:31 false_negative:24109 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.290 true_negative_rate:0.998 true_positive:10952 true_negative:6028 false_positive:14 false_negative:26843 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:1.000 true_positive:8782 true_negative:6040 false_positive:2 false_negative:29013 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:7019 true_negative:6041 false_positive:1 false_negative:30776 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5305 true_negative:6042 false_positive:0 false_negative:32490 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3768 true_negative:6042 false_positive:0 false_negative:34027 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2486 true_negative:6042 false_positive:0 false_negative:35309 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1322 true_negative:6042 false_positive:0 false_negative:36473 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:492 true_negative:6042 false_positive:0 false_negative:37303 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:52 true_negative:6042 false_positive:0 false_negative:37743 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:6042 false_positive:0 false_negative:37760 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:6042 false_positive:0 false_negative:37771 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:6042 false_positive:0 false_negative:37782 
aces_publicb_ocount_160_osize_9_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6042 false_positive:0 false_negative:37794 
