csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.000 precision:0.985 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:258 false_negative:0 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.050 precision:0.990 recall:0.968 true_negative_rate:0.364 true_positive:16324 true_negative:94 false_positive:164 false_negative:533 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.100 precision:0.995 recall:0.869 true_negative_rate:0.690 true_positive:14644 true_negative:178 false_positive:80 false_negative:2213 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.694 true_negative_rate:0.798 true_positive:11702 true_negative:206 false_positive:52 false_negative:5155 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.506 true_negative_rate:0.915 true_positive:8536 true_negative:236 false_positive:22 false_negative:8321 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.365 true_negative_rate:0.973 true_positive:6149 true_negative:251 false_positive:7 false_negative:10708 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.267 true_negative_rate:0.988 true_positive:4503 true_negative:255 false_positive:3 false_negative:12354 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.201 true_negative_rate:0.992 true_positive:3396 true_negative:256 false_positive:2 false_negative:13461 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.148 true_negative_rate:1.000 true_positive:2496 true_negative:258 false_positive:0 false_negative:14361 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:1744 true_negative:258 false_positive:0 false_negative:15113 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:1104 true_negative:258 false_positive:0 false_negative:15753 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:673 true_negative:258 false_positive:0 false_negative:16184 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:381 true_negative:258 false_positive:0 false_negative:16476 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:165 true_negative:258 false_positive:0 false_negative:16692 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:67 true_negative:258 false_positive:0 false_negative:16790 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:258 false_positive:0 false_negative:16831 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:258 false_positive:0 false_negative:16836 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:258 false_positive:0 false_negative:16844 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:258 false_positive:0 false_negative:16851 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:258 false_positive:0 false_negative:16854 
csail_ocount_60_osize_3_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:258 false_positive:0 false_negative:16856 
