fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.000 precision:0.948 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1913 false_negative:0 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.050 precision:0.961 recall:0.937 true_negative_rate:0.302 true_positive:32653 true_negative:577 false_positive:1336 false_negative:2178 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.100 precision:0.981 recall:0.787 true_negative_rate:0.730 true_positive:27420 true_negative:1396 false_positive:517 false_negative:7411 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.150 precision:0.989 recall:0.605 true_negative_rate:0.873 true_positive:21074 true_negative:1671 false_positive:242 false_negative:13757 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.200 precision:0.994 recall:0.470 true_negative_rate:0.946 true_positive:16381 true_negative:1810 false_positive:103 false_negative:18450 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.392 true_negative_rate:0.984 true_positive:13668 true_negative:1882 false_positive:31 false_negative:21163 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.331 true_negative_rate:0.992 true_positive:11544 true_negative:1897 false_positive:16 false_negative:23287 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.274 true_negative_rate:0.995 true_positive:9560 true_negative:1903 false_positive:10 false_negative:25271 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.229 true_negative_rate:0.998 true_positive:7985 true_negative:1910 false_positive:3 false_negative:26846 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:0.998 true_positive:6548 true_negative:1910 false_positive:3 false_negative:28283 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:0.999 true_positive:5086 true_negative:1911 false_positive:2 false_negative:29745 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.113 true_negative_rate:0.999 true_positive:3946 true_negative:1911 false_positive:2 false_negative:30885 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.600 precision:0.999 recall:0.080 true_negative_rate:0.999 true_positive:2788 true_negative:1911 false_positive:2 false_negative:32043 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.650 precision:0.999 recall:0.051 true_negative_rate:0.999 true_positive:1790 true_negative:1912 false_positive:1 false_negative:33041 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1291 true_negative:1913 false_positive:0 false_negative:33540 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1004 true_negative:1913 false_positive:0 false_negative:33827 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:695 true_negative:1913 false_positive:0 false_negative:34136 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:255 true_negative:1913 false_positive:0 false_negative:34576 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:62 true_negative:1913 false_positive:0 false_negative:34769 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:1913 false_positive:0 false_negative:34816 
fhw_ocount_180_osize_5_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1913 false_positive:0 false_negative:34830 
