csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.000 precision:0.961 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:693 false_negative:0 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.050 precision:0.966 recall:0.966 true_negative_rate:0.166 true_positive:16285 true_negative:115 false_positive:578 false_negative:572 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.100 precision:0.981 recall:0.868 true_negative_rate:0.593 true_positive:14639 true_negative:411 false_positive:282 false_negative:2218 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.150 precision:0.992 recall:0.695 true_negative_rate:0.863 true_positive:11714 true_negative:598 false_positive:95 false_negative:5143 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.200 precision:0.995 recall:0.509 true_negative_rate:0.934 true_positive:8585 true_negative:647 false_positive:46 false_negative:8272 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.250 precision:0.995 recall:0.365 true_negative_rate:0.955 true_positive:6157 true_negative:662 false_positive:31 false_negative:10700 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.300 precision:0.996 recall:0.268 true_negative_rate:0.977 true_positive:4514 true_negative:677 false_positive:16 false_negative:12343 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.201 true_negative_rate:0.996 true_positive:3386 true_negative:690 false_positive:3 false_negative:13471 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.148 true_negative_rate:1.000 true_positive:2490 true_negative:693 false_positive:0 false_negative:14367 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.104 true_negative_rate:1.000 true_positive:1749 true_negative:693 false_positive:0 false_negative:15108 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:1099 true_negative:693 false_positive:0 false_negative:15758 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:657 true_negative:693 false_positive:0 false_negative:16200 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:373 true_negative:693 false_positive:0 false_negative:16484 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:165 true_negative:693 false_positive:0 false_negative:16692 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:67 true_negative:693 false_positive:0 false_negative:16790 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:693 false_positive:0 false_negative:16832 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:693 false_positive:0 false_negative:16837 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:693 false_positive:0 false_negative:16844 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:693 false_positive:0 false_negative:16851 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:693 false_positive:0 false_negative:16854 
csail_ocount_60_osize_6_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:693 false_positive:0 false_negative:16856 
