csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.854 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2879 false_negative:0 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.854 recall:0.965 true_negative_rate:0.030 true_positive:16275 true_negative:87 false_positive:2792 false_negative:582 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.868 recall:0.874 true_negative_rate:0.222 true_positive:14733 true_negative:638 false_positive:2241 false_negative:2124 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.915 recall:0.704 true_negative_rate:0.620 true_positive:11863 true_negative:1784 false_positive:1095 false_negative:4994 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.952 recall:0.515 true_negative_rate:0.847 true_positive:8685 true_negative:2439 false_positive:440 false_negative:8172 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.972 recall:0.371 true_negative_rate:0.936 true_positive:6252 true_negative:2696 false_positive:183 false_negative:10605 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.300 precision:0.988 recall:0.275 true_negative_rate:0.980 true_positive:4634 true_negative:2821 false_positive:58 false_negative:12223 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.350 precision:0.992 recall:0.205 true_negative_rate:0.990 true_positive:3464 true_negative:2850 false_positive:29 false_negative:13393 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.400 precision:0.997 recall:0.148 true_negative_rate:0.997 true_positive:2501 true_negative:2871 false_positive:8 false_negative:14356 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.106 true_negative_rate:0.999 true_positive:1793 true_negative:2877 false_positive:2 false_negative:15064 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.500 precision:0.998 recall:0.068 true_negative_rate:0.999 true_positive:1147 true_negative:2877 false_positive:2 false_negative:15710 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.041 true_negative_rate:1.000 true_positive:685 true_negative:2879 false_positive:0 false_negative:16172 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:397 true_negative:2879 false_positive:0 false_negative:16460 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:166 true_negative:2879 false_positive:0 false_negative:16691 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:69 true_negative:2879 false_positive:0 false_negative:16788 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:31 true_negative:2879 false_positive:0 false_negative:16826 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:2879 false_positive:0 false_negative:16836 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:2879 false_positive:0 false_negative:16845 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:2879 false_positive:0 false_negative:16851 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:2879 false_positive:0 false_negative:16853 
csail_ocount_100_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2879 false_positive:0 false_negative:16856 
