fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.000 precision:0.990 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:340 false_negative:0 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.050 precision:0.997 recall:0.935 true_negative_rate:0.674 true_positive:32561 true_negative:229 false_positive:111 false_negative:2270 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.779 true_negative_rate:0.882 true_positive:27121 true_negative:300 false_positive:40 false_negative:7710 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.593 true_negative_rate:0.932 true_positive:20670 true_negative:317 false_positive:23 false_negative:14161 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.464 true_negative_rate:0.982 true_positive:16168 true_negative:334 false_positive:6 false_negative:18663 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.388 true_negative_rate:0.985 true_positive:13531 true_negative:335 false_positive:5 false_negative:21300 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.324 true_negative_rate:0.991 true_positive:11282 true_negative:337 false_positive:3 false_negative:23549 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.269 true_negative_rate:0.997 true_positive:9385 true_negative:339 false_positive:1 false_negative:25446 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.224 true_negative_rate:0.997 true_positive:7794 true_negative:339 false_positive:1 false_negative:27037 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.183 true_negative_rate:0.997 true_positive:6383 true_negative:339 false_positive:1 false_negative:28448 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.141 true_negative_rate:0.997 true_positive:4927 true_negative:339 false_positive:1 false_negative:29904 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3822 true_negative:340 false_positive:0 false_negative:31009 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2654 true_negative:340 false_positive:0 false_negative:32177 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1689 true_negative:340 false_positive:0 false_negative:33142 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1243 true_negative:340 false_positive:0 false_negative:33588 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:963 true_negative:340 false_positive:0 false_negative:33868 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:647 true_negative:340 false_positive:0 false_negative:34184 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:201 true_negative:340 false_positive:0 false_negative:34630 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:44 true_negative:340 false_positive:0 false_negative:34787 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:340 false_positive:0 false_negative:34818 
fhw_ocount_160_osize_2_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:340 false_positive:0 false_negative:34830 
