edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.000 precision:0.734 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:16172 false_negative:0 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.050 precision:0.709 recall:0.724 true_negative_rate:0.182 true_positive:32291 true_negative:2938 false_positive:13234 false_negative:12296 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.100 precision:0.827 recall:0.458 true_negative_rate:0.737 true_positive:20423 true_negative:11914 false_positive:4258 false_negative:24164 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.150 precision:0.973 recall:0.314 true_negative_rate:0.976 true_positive:14020 true_negative:15781 false_positive:391 false_negative:30567 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.200 precision:0.988 recall:0.223 true_negative_rate:0.993 true_positive:9935 true_negative:16054 false_positive:118 false_negative:34652 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.168 true_negative_rate:1.000 true_positive:7486 true_negative:16168 false_positive:4 false_negative:37101 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5782 true_negative:16172 false_positive:0 false_negative:38805 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4910 true_negative:16172 false_positive:0 false_negative:39677 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4030 true_negative:16172 false_positive:0 false_negative:40557 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3635 true_negative:16172 false_positive:0 false_negative:40952 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3357 true_negative:16172 false_positive:0 false_negative:41230 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3115 true_negative:16172 false_positive:0 false_negative:41472 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3044 true_negative:16172 false_positive:0 false_negative:41543 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2665 true_negative:16172 false_positive:0 false_negative:41922 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:759 true_negative:16172 false_positive:0 false_negative:43828 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:433 true_negative:16172 false_positive:0 false_negative:44154 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:23 true_negative:16172 false_positive:0 false_negative:44564 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16172 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16172 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16172 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_26_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16172 false_positive:0 false_negative:44586 
