fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.000 precision:0.967 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1194 false_negative:0 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.050 precision:0.979 recall:0.938 true_negative_rate:0.420 true_positive:32670 true_negative:501 false_positive:693 false_negative:2161 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.100 precision:0.989 recall:0.783 true_negative_rate:0.743 true_positive:27288 true_negative:887 false_positive:307 false_negative:7543 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.150 precision:0.995 recall:0.603 true_negative_rate:0.904 true_positive:20987 true_negative:1079 false_positive:115 false_negative:13844 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.468 true_negative_rate:0.957 true_positive:16288 true_negative:1143 false_positive:51 false_negative:18543 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.391 true_negative_rate:0.980 true_positive:13616 true_negative:1170 false_positive:24 false_negative:21215 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.329 true_negative_rate:0.989 true_positive:11473 true_negative:1181 false_positive:13 false_negative:23358 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.276 true_negative_rate:0.992 true_positive:9599 true_negative:1185 false_positive:9 false_negative:25232 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.231 true_negative_rate:0.995 true_positive:8039 true_negative:1188 false_positive:6 false_negative:26792 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.189 true_negative_rate:0.998 true_positive:6583 true_negative:1192 false_positive:2 false_negative:28248 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5091 true_negative:1194 false_positive:0 false_negative:29740 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.113 true_negative_rate:1.000 true_positive:3948 true_negative:1194 false_positive:0 false_negative:30883 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2803 true_negative:1194 false_positive:0 false_negative:32028 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:1806 true_negative:1194 false_positive:0 false_negative:33025 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1303 true_negative:1194 false_positive:0 false_negative:33528 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1014 true_negative:1194 false_positive:0 false_negative:33817 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:702 true_negative:1194 false_positive:0 false_negative:34129 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:269 true_negative:1194 false_positive:0 false_negative:34562 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:66 true_negative:1194 false_positive:0 false_negative:34765 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:1194 false_positive:0 false_negative:34817 
fhw_ocount_180_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1194 false_positive:0 false_negative:34830 
