edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.000 precision:0.692 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:19816 false_negative:0 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.050 precision:0.672 recall:0.734 true_negative_rate:0.193 true_positive:32745 true_negative:3816 false_positive:16000 false_negative:11842 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.100 precision:0.824 recall:0.467 true_negative_rate:0.776 true_positive:20833 true_negative:15378 false_positive:4438 false_negative:23754 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.150 precision:0.955 recall:0.323 true_negative_rate:0.966 true_positive:14419 true_negative:19133 false_positive:683 false_negative:30168 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.200 precision:0.987 recall:0.225 true_negative_rate:0.993 true_positive:10027 true_negative:19684 false_positive:132 false_negative:34560 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.250 precision:0.995 recall:0.167 true_negative_rate:0.998 true_positive:7466 true_negative:19781 false_positive:35 false_negative:37121 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5781 true_negative:19815 false_positive:1 false_negative:38806 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4867 true_negative:19816 false_positive:0 false_negative:39720 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3988 true_negative:19816 false_positive:0 false_negative:40599 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3647 true_negative:19816 false_positive:0 false_negative:40940 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3298 true_negative:19816 false_positive:0 false_negative:41289 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3116 true_negative:19816 false_positive:0 false_negative:41471 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:3008 true_negative:19816 false_positive:0 false_negative:41579 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2723 true_negative:19816 false_positive:0 false_negative:41864 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:758 true_negative:19816 false_positive:0 false_negative:43829 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:420 true_negative:19816 false_positive:0 false_negative:44167 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:19816 false_positive:0 false_negative:44578 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:19816 false_positive:0 false_negative:44584 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:19816 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:19816 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_25_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:19816 false_positive:0 false_negative:44586 
