fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.000 precision:0.954 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1682 false_negative:0 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.050 precision:0.967 recall:0.938 true_negative_rate:0.328 true_positive:32667 true_negative:551 false_positive:1131 false_negative:2164 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.100 precision:0.983 recall:0.782 true_negative_rate:0.713 true_positive:27250 true_negative:1200 false_positive:482 false_negative:7581 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.150 precision:0.992 recall:0.596 true_negative_rate:0.897 true_positive:20766 true_negative:1509 false_positive:173 false_negative:14065 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.468 true_negative_rate:0.970 true_positive:16305 true_negative:1631 false_positive:51 false_negative:18526 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.389 true_negative_rate:0.986 true_positive:13551 true_negative:1659 false_positive:23 false_negative:21280 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.323 true_negative_rate:0.992 true_positive:11247 true_negative:1669 false_positive:13 false_negative:23584 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.269 true_negative_rate:0.996 true_positive:9353 true_negative:1675 false_positive:7 false_negative:25478 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.224 true_negative_rate:0.996 true_positive:7795 true_negative:1676 false_positive:6 false_negative:27036 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.183 true_negative_rate:0.998 true_positive:6358 true_negative:1678 false_positive:4 false_negative:28473 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.500 precision:0.999 recall:0.142 true_negative_rate:0.998 true_positive:4931 true_negative:1679 false_positive:3 false_negative:29900 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.109 true_negative_rate:0.998 true_positive:3803 true_negative:1679 false_positive:3 false_negative:31028 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.600 precision:0.999 recall:0.076 true_negative_rate:0.999 true_positive:2639 true_negative:1680 false_positive:2 false_negative:32192 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1693 true_negative:1682 false_positive:0 false_negative:33138 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1235 true_negative:1682 false_positive:0 false_negative:33596 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:956 true_negative:1682 false_positive:0 false_negative:33875 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:629 true_negative:1682 false_positive:0 false_negative:34202 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:201 true_negative:1682 false_positive:0 false_negative:34630 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:45 true_negative:1682 false_positive:0 false_negative:34786 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:1682 false_positive:0 false_negative:34818 
fhw_ocount_120_osize_6_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1682 false_positive:0 false_negative:34830 
