edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.000 precision:0.810 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:10459 false_negative:0 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.050 precision:0.767 recall:0.710 true_negative_rate:0.081 true_positive:31645 true_negative:844 false_positive:9615 false_negative:12942 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.100 precision:0.935 recall:0.448 true_negative_rate:0.867 true_positive:19988 true_negative:9065 false_positive:1394 false_negative:24599 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.150 precision:0.995 recall:0.306 true_negative_rate:0.994 true_positive:13631 true_negative:10393 false_positive:66 false_negative:30956 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.218 true_negative_rate:1.000 true_positive:9707 true_negative:10459 false_positive:0 false_negative:34880 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.167 true_negative_rate:1.000 true_positive:7448 true_negative:10459 false_positive:0 false_negative:37139 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5791 true_negative:10459 false_positive:0 false_negative:38796 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4906 true_negative:10459 false_positive:0 false_negative:39681 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3975 true_negative:10459 false_positive:0 false_negative:40612 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3629 true_negative:10459 false_positive:0 false_negative:40958 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3366 true_negative:10459 false_positive:0 false_negative:41221 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:10459 false_positive:0 false_negative:41478 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3049 true_negative:10459 false_positive:0 false_negative:41538 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2713 true_negative:10459 false_positive:0 false_negative:41874 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:829 true_negative:10459 false_positive:0 false_negative:43758 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:423 true_negative:10459 false_positive:0 false_negative:44164 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:10459 false_positive:0 false_negative:44577 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10459 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10459 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10459 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_29_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10459 false_positive:0 false_negative:44586 
