aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.000 precision:0.913 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3589 false_negative:0 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.050 precision:0.962 recall:0.868 true_negative_rate:0.634 true_positive:32795 true_negative:2277 false_positive:1312 false_negative:5000 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.100 precision:0.993 recall:0.723 true_negative_rate:0.943 true_positive:27318 true_negative:3383 false_positive:206 false_negative:10477 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.150 precision:0.998 recall:0.619 true_negative_rate:0.987 true_positive:23378 true_negative:3541 false_positive:48 false_negative:14417 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:0.997 true_positive:20427 true_negative:3580 false_positive:9 false_negative:17368 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:0.999 true_positive:17987 true_negative:3584 false_positive:5 false_negative:19808 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.999 true_positive:15883 true_negative:3586 false_positive:3 false_negative:21912 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:1.000 true_positive:13493 true_negative:3589 false_positive:0 false_negative:24302 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.287 true_negative_rate:1.000 true_positive:10839 true_negative:3589 false_positive:0 false_negative:26956 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:1.000 true_positive:8742 true_negative:3589 false_positive:0 false_negative:29053 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6970 true_negative:3589 false_positive:0 false_negative:30825 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5346 true_negative:3589 false_positive:0 false_negative:32449 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:3804 true_negative:3589 false_positive:0 false_negative:33991 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2545 true_negative:3589 false_positive:0 false_negative:35250 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1294 true_negative:3589 false_positive:0 false_negative:36501 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:493 true_negative:3589 false_positive:0 false_negative:37302 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:62 true_negative:3589 false_positive:0 false_negative:37733 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:3589 false_positive:0 false_negative:37762 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:3589 false_positive:0 false_negative:37770 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3589 false_positive:0 false_negative:37783 
aces_publicb_ocount_160_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3589 false_positive:0 false_negative:37794 
