csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.000 precision:0.979 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:356 false_negative:0 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.050 precision:0.989 recall:0.969 true_negative_rate:0.483 true_positive:16335 true_negative:172 false_positive:184 false_negative:522 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.100 precision:0.995 recall:0.871 true_negative_rate:0.792 true_positive:14686 true_negative:282 false_positive:74 false_negative:2171 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.150 precision:0.997 recall:0.701 true_negative_rate:0.904 true_positive:11822 true_negative:322 false_positive:34 false_negative:5035 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.511 true_negative_rate:0.952 true_positive:8607 true_negative:339 false_positive:17 false_negative:8250 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.367 true_negative_rate:0.986 true_positive:6180 true_negative:351 false_positive:5 false_negative:10677 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.274 true_negative_rate:0.994 true_positive:4611 true_negative:354 false_positive:2 false_negative:12246 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.208 true_negative_rate:1.000 true_positive:3499 true_negative:356 false_positive:0 false_negative:13358 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.152 true_negative_rate:1.000 true_positive:2560 true_negative:356 false_positive:0 false_negative:14297 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:1842 true_negative:356 false_positive:0 false_negative:15015 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:1188 true_negative:356 false_positive:0 false_negative:15669 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.042 true_negative_rate:1.000 true_positive:706 true_negative:356 false_positive:0 false_negative:16151 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:420 true_negative:356 false_positive:0 false_negative:16437 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:195 true_negative:356 false_positive:0 false_negative:16662 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:73 true_negative:356 false_positive:0 false_negative:16784 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:356 false_positive:0 false_negative:16828 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:356 false_positive:0 false_negative:16835 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:16 true_negative:356 false_positive:0 false_negative:16841 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:9 true_negative:356 false_positive:0 false_negative:16848 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:356 false_positive:0 false_negative:16852 
csail_ocount_80_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:356 false_positive:0 false_negative:16856 
