fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.000 precision:0.901 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:3987 false_negative:0 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.050 precision:0.911 recall:0.978 true_negative_rate:0.130 true_positive:35679 true_negative:518 false_positive:3469 false_negative:786 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.100 precision:0.934 recall:0.915 true_negative_rate:0.408 true_positive:33358 true_negative:1625 false_positive:2362 false_negative:3107 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.150 precision:0.952 recall:0.795 true_negative_rate:0.631 true_positive:28979 true_negative:2517 false_positive:1470 false_negative:7486 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.200 precision:0.965 recall:0.631 true_negative_rate:0.792 true_positive:23006 true_negative:3156 false_positive:831 false_negative:13459 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.250 precision:0.975 recall:0.497 true_negative_rate:0.883 true_positive:18140 true_negative:3522 false_positive:465 false_negative:18325 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.300 precision:0.985 recall:0.383 true_negative_rate:0.946 true_positive:13961 true_negative:3772 false_positive:215 false_negative:22504 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.350 precision:0.992 recall:0.281 true_negative_rate:0.978 true_positive:10256 true_negative:3900 false_positive:87 false_negative:26209 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.400 precision:0.997 recall:0.199 true_negative_rate:0.995 true_positive:7253 true_negative:3966 false_positive:21 false_negative:29212 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.450 precision:0.998 recall:0.140 true_negative_rate:0.997 true_positive:5114 true_negative:3977 false_positive:10 false_negative:31351 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.096 true_negative_rate:1.000 true_positive:3512 true_negative:3987 false_positive:0 false_negative:32953 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:2326 true_negative:3987 false_positive:0 false_negative:34139 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1373 true_negative:3987 false_positive:0 false_negative:35092 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:644 true_negative:3987 false_positive:0 false_negative:35821 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:272 true_negative:3987 false_positive:0 false_negative:36193 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:121 true_negative:3987 false_positive:0 false_negative:36344 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:3987 false_positive:0 false_negative:36406 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:3987 false_positive:0 false_negative:36440 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3987 false_positive:0 false_negative:36452 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:3987 false_positive:0 false_negative:36459 
fr079_ocount_60_osize_14_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3987 false_positive:0 false_negative:36464 
