csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.000 precision:0.943 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1027 false_negative:0 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.050 precision:0.957 recall:0.966 true_negative_rate:0.291 true_positive:16291 true_negative:299 false_positive:728 false_negative:566 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.100 precision:0.980 recall:0.871 true_negative_rate:0.701 true_positive:14690 true_negative:720 false_positive:307 false_negative:2167 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.150 precision:0.988 recall:0.699 true_negative_rate:0.861 true_positive:11789 true_negative:884 false_positive:143 false_negative:5068 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.200 precision:0.992 recall:0.512 true_negative_rate:0.932 true_positive:8625 true_negative:957 false_positive:70 false_negative:8232 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.250 precision:0.997 recall:0.367 true_negative_rate:0.984 true_positive:6185 true_negative:1011 false_positive:16 false_negative:10672 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.268 true_negative_rate:0.994 true_positive:4514 true_negative:1021 false_positive:6 false_negative:12343 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.202 true_negative_rate:0.998 true_positive:3401 true_negative:1025 false_positive:2 false_negative:13456 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.148 true_negative_rate:0.999 true_positive:2502 true_negative:1026 false_positive:1 false_negative:14355 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1768 true_negative:1027 false_positive:0 false_negative:15089 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:1105 true_negative:1027 false_positive:0 false_negative:15752 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.041 true_negative_rate:1.000 true_positive:685 true_negative:1027 false_positive:0 false_negative:16172 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:387 true_negative:1027 false_positive:0 false_negative:16470 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:169 true_negative:1027 false_positive:0 false_negative:16688 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:60 true_negative:1027 false_positive:0 false_negative:16797 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:1027 false_positive:0 false_negative:16832 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:1027 false_positive:0 false_negative:16837 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:1027 false_positive:0 false_negative:16844 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1027 false_positive:0 false_negative:16851 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:1027 false_positive:0 false_negative:16854 
csail_ocount_140_osize_3_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1027 false_positive:0 false_negative:16856 
