fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.000 precision:0.942 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:2146 false_negative:0 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.050 precision:0.940 recall:0.936 true_negative_rate:0.032 true_positive:32619 true_negative:69 false_positive:2077 false_negative:2212 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.100 precision:0.946 recall:0.785 true_negative_rate:0.279 true_positive:27335 true_negative:598 false_positive:1548 false_negative:7496 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.150 precision:0.964 recall:0.603 true_negative_rate:0.635 true_positive:21010 true_negative:1363 false_positive:783 false_negative:13821 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.200 precision:0.983 recall:0.467 true_negative_rate:0.872 true_positive:16257 true_negative:1872 false_positive:274 false_negative:18574 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.386 true_negative_rate:0.979 true_positive:13458 true_negative:2102 false_positive:44 false_negative:21373 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.325 true_negative_rate:0.998 true_positive:11307 true_negative:2141 false_positive:5 false_negative:23524 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.270 true_negative_rate:0.999 true_positive:9409 true_negative:2143 false_positive:3 false_negative:25422 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.226 true_negative_rate:1.000 true_positive:7864 true_negative:2146 false_positive:0 false_negative:26967 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.183 true_negative_rate:1.000 true_positive:6379 true_negative:2146 false_positive:0 false_negative:28452 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:4922 true_negative:2146 false_positive:0 false_negative:29909 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.108 true_negative_rate:1.000 true_positive:3761 true_negative:2146 false_positive:0 false_negative:31070 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:2603 true_negative:2146 false_positive:0 false_negative:32228 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1683 true_negative:2146 false_positive:0 false_negative:33148 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1208 true_negative:2146 false_positive:0 false_negative:33623 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:935 true_negative:2146 false_positive:0 false_negative:33896 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:630 true_negative:2146 false_positive:0 false_negative:34201 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:205 true_negative:2146 false_positive:0 false_negative:34626 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:45 true_negative:2146 false_positive:0 false_negative:34786 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:2146 false_positive:0 false_negative:34819 
fhw_ocount_40_osize_14_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2146 false_positive:0 false_negative:34830 
