edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.000 precision:0.619 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:27428 false_negative:0 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.050 precision:0.575 recall:0.751 true_negative_rate:0.097 true_positive:33465 true_negative:2671 false_positive:24757 false_negative:11122 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.100 precision:0.721 recall:0.483 true_negative_rate:0.697 true_positive:21539 true_negative:19104 false_positive:8324 false_negative:23048 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.150 precision:0.913 recall:0.331 true_negative_rate:0.949 true_positive:14758 true_negative:26026 false_positive:1402 false_negative:29829 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.200 precision:0.949 recall:0.240 true_negative_rate:0.979 true_positive:10692 true_negative:26859 false_positive:569 false_negative:33895 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.250 precision:0.972 recall:0.178 true_negative_rate:0.992 true_positive:7946 true_negative:27196 false_positive:232 false_negative:36641 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.300 precision:0.983 recall:0.136 true_negative_rate:0.996 true_positive:6057 true_negative:27323 false_positive:105 false_negative:38530 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.350 precision:0.992 recall:0.115 true_negative_rate:0.999 true_positive:5117 true_negative:27389 false_positive:39 false_negative:39470 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.400 precision:0.997 recall:0.096 true_negative_rate:0.999 true_positive:4273 true_negative:27414 false_positive:14 false_negative:40314 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.450 precision:0.998 recall:0.083 true_negative_rate:1.000 true_positive:3707 true_negative:27420 false_positive:8 false_negative:40880 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.500 precision:0.998 recall:0.077 true_negative_rate:1.000 true_positive:3447 true_negative:27422 false_positive:6 false_negative:41140 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3131 true_negative:27427 false_positive:1 false_negative:41456 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3041 true_negative:27428 false_positive:0 false_negative:41546 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2785 true_negative:27428 false_positive:0 false_negative:41802 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:973 true_negative:27428 false_positive:0 false_negative:43614 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:428 true_negative:27428 false_positive:0 false_negative:44159 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:17 true_negative:27428 false_positive:0 false_negative:44570 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:27428 false_positive:0 false_negative:44585 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:27428 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:27428 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_28_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:27428 false_positive:0 false_negative:44586 
