edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.000 precision:0.536 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:38531 false_negative:0 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.050 precision:0.514 recall:0.763 true_negative_rate:0.166 true_positive:34034 true_negative:6377 false_positive:32154 false_negative:10553 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.100 precision:0.656 recall:0.502 true_negative_rate:0.695 true_positive:22386 true_negative:26797 false_positive:11734 false_negative:22201 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.150 precision:0.862 recall:0.338 true_negative_rate:0.937 true_positive:15070 true_negative:36112 false_positive:2419 false_negative:29517 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.200 precision:0.933 recall:0.232 true_negative_rate:0.981 true_positive:10339 true_negative:37789 false_positive:742 false_negative:34248 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.250 precision:0.985 recall:0.172 true_negative_rate:0.997 true_positive:7666 true_negative:38411 false_positive:120 false_negative:36921 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.131 true_negative_rate:1.000 true_positive:5819 true_negative:38516 false_positive:15 false_negative:38768 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.108 true_negative_rate:1.000 true_positive:4810 true_negative:38527 false_positive:4 false_negative:39777 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3913 true_negative:38531 false_positive:0 false_negative:40674 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3599 true_negative:38531 false_positive:0 false_negative:40988 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.073 true_negative_rate:1.000 true_positive:3257 true_negative:38531 false_positive:0 false_negative:41330 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3130 true_negative:38531 false_positive:0 false_negative:41457 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3030 true_negative:38531 false_positive:0 false_negative:41557 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2686 true_negative:38531 false_positive:0 false_negative:41901 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:777 true_negative:38531 false_positive:0 false_negative:43810 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:422 true_negative:38531 false_positive:0 false_negative:44165 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:70 true_negative:38531 false_positive:0 false_negative:44517 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38531 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38531 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38531 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_25_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38531 false_positive:0 false_negative:44586 
