aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.000 precision:0.813 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:8698 false_negative:0 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.050 precision:0.804 recall:0.872 true_negative_rate:0.079 true_positive:32971 true_negative:685 false_positive:8013 false_negative:4824 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.100 precision:0.865 recall:0.737 true_negative_rate:0.502 true_positive:27864 true_negative:4364 false_positive:4334 false_negative:9931 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.150 precision:0.945 recall:0.631 true_negative_rate:0.841 true_positive:23859 true_negative:7319 false_positive:1379 false_negative:13936 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.200 precision:0.980 recall:0.544 true_negative_rate:0.951 true_positive:20560 true_negative:8271 false_positive:427 false_negative:17235 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.478 true_negative_rate:0.989 true_positive:18064 true_negative:8605 false_positive:93 false_negative:19731 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.421 true_negative_rate:0.996 true_positive:15915 true_negative:8664 false_positive:34 false_negative:21880 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.359 true_negative_rate:0.996 true_positive:13582 true_negative:8666 false_positive:32 false_negative:24213 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.400 precision:0.997 recall:0.290 true_negative_rate:0.996 true_positive:10960 true_negative:8667 false_positive:31 false_negative:26835 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.450 precision:0.997 recall:0.233 true_negative_rate:0.997 true_positive:8809 true_negative:8672 false_positive:26 false_negative:28986 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.500 precision:0.998 recall:0.187 true_negative_rate:0.999 true_positive:7068 true_negative:8687 false_positive:11 false_negative:30727 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.550 precision:0.998 recall:0.144 true_negative_rate:0.999 true_positive:5451 true_negative:8687 false_positive:11 false_negative:32344 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.600 precision:0.999 recall:0.100 true_negative_rate:1.000 true_positive:3784 true_negative:8696 false_positive:2 false_negative:34011 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2540 true_negative:8698 false_positive:0 false_negative:35255 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1347 true_negative:8698 false_positive:0 false_negative:36448 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:546 true_negative:8698 false_positive:0 false_negative:37249 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:67 true_negative:8698 false_positive:0 false_negative:37728 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:8698 false_positive:0 false_negative:37760 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:8698 false_positive:0 false_negative:37771 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:8698 false_positive:0 false_negative:37783 
aces_publicb_ocount_60_osize_20_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8698 false_positive:0 false_negative:37794 
