aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.000 precision:0.760 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:11917 false_negative:0 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.050 precision:0.777 recall:0.866 true_negative_rate:0.210 true_positive:32728 true_negative:2498 false_positive:9419 false_negative:5067 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.100 precision:0.922 recall:0.721 true_negative_rate:0.807 true_positive:27238 true_negative:9621 false_positive:2296 false_negative:10557 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.150 precision:0.976 recall:0.617 true_negative_rate:0.951 true_positive:23323 true_negative:11333 false_positive:584 false_negative:14472 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.200 precision:0.986 recall:0.536 true_negative_rate:0.975 true_positive:20274 true_negative:11619 false_positive:298 false_negative:17521 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.250 precision:0.989 recall:0.472 true_negative_rate:0.983 true_positive:17848 true_negative:11712 false_positive:205 false_negative:19947 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.300 precision:0.991 recall:0.413 true_negative_rate:0.987 true_positive:15604 true_negative:11768 false_positive:149 false_negative:22191 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.350 precision:0.994 recall:0.342 true_negative_rate:0.993 true_positive:12921 true_negative:11837 false_positive:80 false_negative:24874 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.400 precision:0.995 recall:0.271 true_negative_rate:0.996 true_positive:10238 true_negative:11869 false_positive:48 false_negative:27557 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.450 precision:0.998 recall:0.217 true_negative_rate:0.999 true_positive:8218 true_negative:11901 false_positive:16 false_negative:29577 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.172 true_negative_rate:1.000 true_positive:6487 true_negative:11915 false_positive:2 false_negative:31308 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.122 true_negative_rate:1.000 true_positive:4613 true_negative:11915 false_positive:2 false_negative:33182 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.083 true_negative_rate:1.000 true_positive:3136 true_negative:11917 false_positive:0 false_negative:34659 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:1956 true_negative:11917 false_positive:0 false_negative:35839 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:806 true_negative:11917 false_positive:0 false_negative:36989 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:161 true_negative:11917 false_positive:0 false_negative:37634 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:44 true_negative:11917 false_positive:0 false_negative:37751 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:27 true_negative:11917 false_positive:0 false_negative:37768 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:11917 false_positive:0 false_negative:37782 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:11917 false_positive:0 false_negative:37792 
aces_publicb_ocount_160_osize_14_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:11917 false_positive:0 false_negative:37794 
