edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.000 precision:0.580 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:32352 false_negative:0 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.050 precision:0.552 recall:0.767 true_negative_rate:0.142 true_positive:34191 true_negative:4598 false_positive:27754 false_negative:10396 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.100 precision:0.647 recall:0.499 true_negative_rate:0.625 true_positive:22252 true_negative:20217 false_positive:12135 false_negative:22335 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.150 precision:0.848 recall:0.337 true_negative_rate:0.917 true_positive:15037 true_negative:29666 false_positive:2686 false_negative:29550 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.200 precision:0.946 recall:0.239 true_negative_rate:0.981 true_positive:10648 true_negative:31746 false_positive:606 false_negative:33939 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.250 precision:0.981 recall:0.180 true_negative_rate:0.995 true_positive:8017 true_negative:32200 false_positive:152 false_negative:36570 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.300 precision:0.992 recall:0.137 true_negative_rate:0.998 true_positive:6121 true_negative:32300 false_positive:52 false_negative:38466 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.114 true_negative_rate:0.999 true_positive:5098 true_negative:32334 false_positive:18 false_negative:39489 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.092 true_negative_rate:1.000 true_positive:4120 true_negative:32347 false_positive:5 false_negative:40467 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.082 true_negative_rate:1.000 true_positive:3677 true_negative:32348 false_positive:4 false_negative:40910 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3351 true_negative:32352 false_positive:0 false_negative:41236 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3104 true_negative:32352 false_positive:0 false_negative:41483 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3027 true_negative:32352 false_positive:0 false_negative:41560 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2741 true_negative:32352 false_positive:0 false_negative:41846 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:969 true_negative:32352 false_positive:0 false_negative:43618 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:426 true_negative:32352 false_positive:0 false_negative:44161 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:27 true_negative:32352 false_positive:0 false_negative:44560 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32352 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32352 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32352 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_24_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32352 false_positive:0 false_negative:44586 
