csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.000 precision:0.810 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:3946 false_negative:0 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.050 precision:0.807 recall:0.963 true_negative_rate:0.016 true_positive:16238 true_negative:65 false_positive:3881 false_negative:619 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.100 precision:0.799 recall:0.870 true_negative_rate:0.064 true_positive:14671 true_negative:252 false_positive:3694 false_negative:2186 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.150 precision:0.776 recall:0.697 true_negative_rate:0.142 true_positive:11753 true_negative:561 false_positive:3385 false_negative:5104 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.200 precision:0.755 recall:0.514 true_negative_rate:0.287 true_positive:8662 true_negative:1134 false_positive:2812 false_negative:8195 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.250 precision:0.777 recall:0.378 true_negative_rate:0.537 true_positive:6366 true_negative:2119 false_positive:1827 false_negative:10491 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.300 precision:0.856 recall:0.285 true_negative_rate:0.796 true_positive:4796 true_negative:3142 false_positive:804 false_negative:12061 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.350 precision:0.924 recall:0.210 true_negative_rate:0.926 true_positive:3542 true_negative:3653 false_positive:293 false_negative:13315 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.400 precision:0.961 recall:0.149 true_negative_rate:0.974 true_positive:2517 true_negative:3843 false_positive:103 false_negative:14340 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.450 precision:0.990 recall:0.102 true_negative_rate:0.995 true_positive:1716 true_negative:3928 false_positive:18 false_negative:15141 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:1085 true_negative:3946 false_positive:0 false_negative:15772 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:626 true_negative:3946 false_positive:0 false_negative:16231 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:303 true_negative:3946 false_positive:0 false_negative:16554 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:135 true_negative:3946 false_positive:0 false_negative:16722 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:54 true_negative:3946 false_positive:0 false_negative:16803 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:3946 false_positive:0 false_negative:16831 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:3946 false_positive:0 false_negative:16843 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:3946 false_positive:0 false_negative:16845 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:3946 false_positive:0 false_negative:16851 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:3946 false_positive:0 false_negative:16854 
csail_ocount_40_osize_19_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3946 false_positive:0 false_negative:16856 
