csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.000 precision:0.978 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:381 false_negative:0 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.050 precision:0.984 recall:0.977 true_negative_rate:0.297 true_positive:16475 true_negative:113 false_positive:268 false_negative:382 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.100 precision:0.995 recall:0.902 true_negative_rate:0.806 true_positive:15198 true_negative:307 false_positive:74 false_negative:1659 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.150 precision:0.997 recall:0.748 true_negative_rate:0.911 true_positive:12610 true_negative:347 false_positive:34 false_negative:4247 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.568 true_negative_rate:0.955 true_positive:9578 true_negative:364 false_positive:17 false_negative:7279 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.408 true_negative_rate:0.990 true_positive:6875 true_negative:377 false_positive:4 false_negative:9982 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.297 true_negative_rate:0.997 true_positive:5004 true_negative:380 false_positive:1 false_negative:11853 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.219 true_negative_rate:1.000 true_positive:3696 true_negative:381 false_positive:0 false_negative:13161 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.157 true_negative_rate:1.000 true_positive:2646 true_negative:381 false_positive:0 false_negative:14211 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1770 true_negative:381 false_positive:0 false_negative:15087 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:1114 true_negative:381 false_positive:0 false_negative:15743 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:650 true_negative:381 false_positive:0 false_negative:16207 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:366 true_negative:381 false_positive:0 false_negative:16491 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:154 true_negative:381 false_positive:0 false_negative:16703 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:58 true_negative:381 false_positive:0 false_negative:16799 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:381 false_positive:0 false_negative:16831 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:381 false_positive:0 false_negative:16838 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:381 false_positive:0 false_negative:16846 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:381 false_positive:0 false_negative:16851 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:381 false_positive:0 false_negative:16854 
csail_ocount_100_osize_3_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:381 false_positive:0 false_negative:16856 
