csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.000 precision:0.920 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1473 false_negative:0 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.050 precision:0.918 recall:0.941 true_negative_rate:0.041 true_positive:15864 true_negative:60 false_positive:1413 false_negative:993 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.100 precision:0.918 recall:0.800 true_negative_rate:0.183 true_positive:13480 true_negative:269 false_positive:1204 false_negative:3377 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.150 precision:0.934 recall:0.595 true_negative_rate:0.518 true_positive:10029 true_negative:763 false_positive:710 false_negative:6828 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.200 precision:0.960 recall:0.419 true_negative_rate:0.800 true_positive:7055 true_negative:1178 false_positive:295 false_negative:9802 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.250 precision:0.974 recall:0.309 true_negative_rate:0.906 true_positive:5206 true_negative:1335 false_positive:138 false_negative:11651 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.300 precision:0.979 recall:0.235 true_negative_rate:0.942 true_positive:3959 true_negative:1388 false_positive:85 false_negative:12898 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.350 precision:0.987 recall:0.178 true_negative_rate:0.974 true_positive:2993 true_negative:1435 false_positive:38 false_negative:13864 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.400 precision:0.989 recall:0.128 true_negative_rate:0.984 true_positive:2158 true_negative:1449 false_positive:24 false_negative:14699 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.450 precision:0.990 recall:0.088 true_negative_rate:0.990 true_positive:1485 true_negative:1458 false_positive:15 false_negative:15372 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.054 true_negative_rate:1.000 true_positive:916 true_negative:1473 false_positive:0 false_negative:15941 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.031 true_negative_rate:1.000 true_positive:525 true_negative:1473 false_positive:0 false_negative:16332 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:268 true_negative:1473 false_positive:0 false_negative:16589 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:85 true_negative:1473 false_positive:0 false_negative:16772 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:34 true_negative:1473 false_positive:0 false_negative:16823 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:1473 false_positive:0 false_negative:16833 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:16 true_negative:1473 false_positive:0 false_negative:16841 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:9 true_negative:1473 false_positive:0 false_negative:16848 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1473 false_positive:0 false_negative:16853 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:1473 false_positive:0 false_negative:16854 
csail_ocount_20_osize_16_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1473 false_positive:0 false_negative:16856 
