aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.000 precision:0.969 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1226 false_negative:0 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.050 precision:0.969 recall:0.861 true_negative_rate:0.162 true_positive:32542 true_negative:198 false_positive:1028 false_negative:5253 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.100 precision:0.988 recall:0.721 true_negative_rate:0.732 true_positive:27235 true_negative:897 false_positive:329 false_negative:10560 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.150 precision:0.997 recall:0.619 true_negative_rate:0.951 true_positive:23383 true_negative:1166 false_positive:60 false_negative:14412 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.540 true_negative_rate:0.971 true_positive:20412 true_negative:1191 false_positive:35 false_negative:17383 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.475 true_negative_rate:0.992 true_positive:17953 true_negative:1216 false_positive:10 false_negative:19842 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.998 true_positive:15865 true_negative:1223 false_positive:3 false_negative:21930 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.358 true_negative_rate:0.999 true_positive:13524 true_negative:1225 false_positive:1 false_negative:24271 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.285 true_negative_rate:0.999 true_positive:10772 true_negative:1225 false_positive:1 false_negative:27023 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:0.999 true_positive:8706 true_negative:1225 false_positive:1 false_negative:29089 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.183 true_negative_rate:0.999 true_positive:6925 true_negative:1225 false_positive:1 false_negative:30870 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:0.999 true_positive:5291 true_negative:1225 false_positive:1 false_negative:32504 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:0.999 true_positive:3738 true_negative:1225 false_positive:1 false_negative:34057 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:0.999 true_positive:2500 true_negative:1225 false_positive:1 false_negative:35295 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.700 precision:0.999 recall:0.033 true_negative_rate:0.999 true_positive:1264 true_negative:1225 false_positive:1 false_negative:36531 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.750 precision:0.998 recall:0.014 true_negative_rate:0.999 true_positive:518 true_negative:1225 false_positive:1 false_negative:37277 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:79 true_negative:1226 false_positive:0 false_negative:37716 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:1226 false_positive:0 false_negative:37762 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:1226 false_positive:0 false_negative:37771 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1226 false_positive:0 false_negative:37783 
aces_publicb_ocount_20_osize_15_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1226 false_positive:0 false_negative:37794 
