fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.000 precision:0.973 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:1027 false_negative:0 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.050 precision:0.984 recall:0.975 true_negative_rate:0.435 true_positive:35559 true_negative:447 false_positive:580 false_negative:906 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.100 precision:0.992 recall:0.898 true_negative_rate:0.731 true_positive:32751 true_negative:751 false_positive:276 false_negative:3714 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.150 precision:0.995 recall:0.750 true_negative_rate:0.879 true_positive:27363 true_negative:903 false_positive:124 false_negative:9102 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.581 true_negative_rate:0.953 true_positive:21202 true_negative:979 false_positive:48 false_negative:15263 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.450 true_negative_rate:0.978 true_positive:16409 true_negative:1004 false_positive:23 false_negative:20056 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.340 true_negative_rate:0.980 true_positive:12408 true_negative:1006 false_positive:21 false_negative:24057 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.242 true_negative_rate:0.990 true_positive:8836 true_negative:1017 false_positive:10 false_negative:27629 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.170 true_negative_rate:0.999 true_positive:6189 true_negative:1026 false_positive:1 false_negative:30276 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.117 true_negative_rate:1.000 true_positive:4270 true_negative:1027 false_positive:0 false_negative:32195 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2814 true_negative:1027 false_positive:0 false_negative:33651 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1735 true_negative:1027 false_positive:0 false_negative:34730 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:833 true_negative:1027 false_positive:0 false_negative:35632 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:320 true_negative:1027 false_positive:0 false_negative:36145 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:132 true_negative:1027 false_positive:0 false_negative:36333 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:1027 false_positive:0 false_negative:36405 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:28 true_negative:1027 false_positive:0 false_negative:36437 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:1027 false_positive:0 false_negative:36452 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:1027 false_positive:0 false_negative:36456 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1027 false_positive:0 false_negative:36461 
fr079_ocount_80_osize_5_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1027 false_positive:0 false_negative:36464 
