csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.000 precision:0.856 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2827 false_negative:0 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.050 precision:0.860 recall:0.968 true_negative_rate:0.064 true_positive:16311 true_negative:180 false_positive:2647 false_negative:546 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.100 precision:0.886 recall:0.879 true_negative_rate:0.323 true_positive:14822 true_negative:913 false_positive:1914 false_negative:2035 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.150 precision:0.927 recall:0.714 true_negative_rate:0.663 true_positive:12036 true_negative:1875 false_positive:952 false_negative:4821 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.200 precision:0.967 recall:0.527 true_negative_rate:0.892 true_positive:8882 true_negative:2523 false_positive:304 false_negative:7975 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.250 precision:0.985 recall:0.376 true_negative_rate:0.966 true_positive:6340 true_negative:2732 false_positive:95 false_negative:10517 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.300 precision:0.993 recall:0.275 true_negative_rate:0.988 true_positive:4641 true_negative:2793 false_positive:34 false_negative:12216 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.350 precision:0.996 recall:0.207 true_negative_rate:0.995 true_positive:3483 true_negative:2813 false_positive:14 false_negative:13374 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.153 true_negative_rate:0.999 true_positive:2575 true_negative:2825 false_positive:2 false_negative:14282 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.106 true_negative_rate:1.000 true_positive:1791 true_negative:2827 false_positive:0 false_negative:15066 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:1156 true_negative:2827 false_positive:0 false_negative:15701 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.042 true_negative_rate:1.000 true_positive:700 true_negative:2827 false_positive:0 false_negative:16157 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:419 true_negative:2827 false_positive:0 false_negative:16438 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:202 true_negative:2827 false_positive:0 false_negative:16655 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:68 true_negative:2827 false_positive:0 false_negative:16789 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:2827 false_positive:0 false_negative:16831 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:2827 false_positive:0 false_negative:16836 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:15 true_negative:2827 false_positive:0 false_negative:16842 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:2827 false_positive:0 false_negative:16851 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:2827 false_positive:0 false_negative:16853 
csail_ocount_140_osize_7_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2827 false_positive:0 false_negative:16856 
