fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.000 precision:0.836 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:2923 false_negative:0 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.050 precision:0.828 recall:0.920 true_negative_rate:0.028 true_positive:13709 true_negative:83 false_positive:2840 false_negative:1184 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.100 precision:0.825 recall:0.807 true_negative_rate:0.127 true_positive:12015 true_negative:372 false_positive:2551 false_negative:2878 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.150 precision:0.863 recall:0.684 true_negative_rate:0.447 true_positive:10183 true_negative:1308 false_positive:1615 false_negative:4710 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.200 precision:0.919 recall:0.571 true_negative_rate:0.743 true_positive:8499 true_negative:2172 false_positive:751 false_negative:6394 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.250 precision:0.965 recall:0.485 true_negative_rate:0.911 true_positive:7225 true_negative:2664 false_positive:259 false_negative:7668 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.300 precision:0.994 recall:0.422 true_negative_rate:0.987 true_positive:6278 true_negative:2886 false_positive:37 false_negative:8615 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.379 true_negative_rate:0.999 true_positive:5642 true_negative:2921 false_positive:2 false_negative:9251 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.331 true_negative_rate:1.000 true_positive:4926 true_negative:2923 false_positive:0 false_negative:9967 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:4290 true_negative:2923 false_positive:0 false_negative:10603 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.255 true_negative_rate:1.000 true_positive:3794 true_negative:2923 false_positive:0 false_negative:11099 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.222 true_negative_rate:1.000 true_positive:3301 true_negative:2923 false_positive:0 false_negative:11592 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.191 true_negative_rate:1.000 true_positive:2845 true_negative:2923 false_positive:0 false_negative:12048 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.154 true_negative_rate:1.000 true_positive:2292 true_negative:2923 false_positive:0 false_negative:12601 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.118 true_negative_rate:1.000 true_positive:1764 true_negative:2923 false_positive:0 false_negative:13129 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:1306 true_negative:2923 false_positive:0 false_negative:13587 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.057 true_negative_rate:1.000 true_positive:842 true_negative:2923 false_positive:0 false_negative:14051 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:404 true_negative:2923 false_positive:0 false_negative:14489 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:153 true_negative:2923 false_positive:0 false_negative:14740 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:34 true_negative:2923 false_positive:0 false_negative:14859 
fr101_ocount_20_osize_24_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2923 false_positive:0 false_negative:14892 
