fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.000 precision:0.823 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:3212 false_negative:0 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.050 precision:0.852 recall:0.921 true_negative_rate:0.260 true_positive:13715 true_negative:835 false_positive:2377 false_negative:1178 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.100 precision:0.956 recall:0.796 true_negative_rate:0.829 true_positive:11853 true_negative:2664 false_positive:548 false_negative:3040 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.150 precision:0.991 recall:0.657 true_negative_rate:0.974 true_positive:9788 true_negative:3127 false_positive:85 false_negative:5105 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.544 true_negative_rate:0.995 true_positive:8095 true_negative:3197 false_positive:15 false_negative:6798 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.465 true_negative_rate:1.000 true_positive:6925 true_negative:3212 false_positive:0 false_negative:7968 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.410 true_negative_rate:1.000 true_positive:6101 true_negative:3212 false_positive:0 false_negative:8792 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.369 true_negative_rate:1.000 true_positive:5494 true_negative:3212 false_positive:0 false_negative:9399 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.320 true_negative_rate:1.000 true_positive:4765 true_negative:3212 false_positive:0 false_negative:10128 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.279 true_negative_rate:1.000 true_positive:4158 true_negative:3212 false_positive:0 false_negative:10735 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.246 true_negative_rate:1.000 true_positive:3659 true_negative:3212 false_positive:0 false_negative:11234 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.213 true_negative_rate:1.000 true_positive:3167 true_negative:3212 false_positive:0 false_negative:11726 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.177 true_negative_rate:1.000 true_positive:2633 true_negative:3212 false_positive:0 false_negative:12260 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.137 true_negative_rate:1.000 true_positive:2034 true_negative:3212 false_positive:0 false_negative:12859 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:1530 true_negative:3212 false_positive:0 false_negative:13363 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:1118 true_negative:3212 false_positive:0 false_negative:13775 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.042 true_negative_rate:1.000 true_positive:624 true_negative:3212 false_positive:0 false_negative:14269 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:230 true_negative:3212 false_positive:0 false_negative:14663 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:74 true_negative:3212 false_positive:0 false_negative:14819 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:3212 false_positive:0 false_negative:14879 
fr101_ocount_100_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3212 false_positive:0 false_negative:14892 
