aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.957 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1682 false_negative:0 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.979 recall:0.860 true_negative_rate:0.583 true_positive:32520 true_negative:981 false_positive:701 false_negative:5275 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.997 recall:0.718 true_negative_rate:0.946 true_positive:27120 true_negative:1592 false_positive:90 false_negative:10675 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.615 true_negative_rate:0.971 true_positive:23261 true_negative:1633 false_positive:49 false_negative:14534 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.539 true_negative_rate:0.984 true_positive:20386 true_negative:1655 false_positive:27 false_negative:17409 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.475 true_negative_rate:0.988 true_positive:17951 true_negative:1661 false_positive:21 false_negative:19844 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.420 true_negative_rate:0.993 true_positive:15863 true_negative:1670 false_positive:12 false_negative:21932 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.356 true_negative_rate:0.993 true_positive:13440 true_negative:1670 false_positive:12 false_negative:24355 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.285 true_negative_rate:0.993 true_positive:10785 true_negative:1670 false_positive:12 false_negative:27010 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.229 true_negative_rate:0.993 true_positive:8647 true_negative:1670 false_positive:12 false_negative:29148 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.182 true_negative_rate:0.995 true_positive:6896 true_negative:1673 false_positive:9 false_negative:30899 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.139 true_negative_rate:0.996 true_positive:5247 true_negative:1676 false_positive:6 false_negative:32548 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.098 true_negative_rate:1.000 true_positive:3699 true_negative:1682 false_positive:0 false_negative:34096 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:2471 true_negative:1682 false_positive:0 false_negative:35324 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1275 true_negative:1682 false_positive:0 false_negative:36520 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:486 true_negative:1682 false_positive:0 false_negative:37309 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:76 true_negative:1682 false_positive:0 false_negative:37719 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:1682 false_positive:0 false_negative:37760 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:1682 false_positive:0 false_negative:37771 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1682 false_positive:0 false_negative:37783 
aces_publicb_ocount_60_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1682 false_positive:0 false_negative:37794 
