edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.000 precision:0.917 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:4039 false_negative:0 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.050 precision:0.905 recall:0.705 true_negative_rate:0.183 true_positive:31425 true_negative:738 false_positive:3301 false_negative:13162 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.100 precision:0.994 recall:0.441 true_negative_rate:0.971 true_positive:19678 true_negative:3920 false_positive:119 false_negative:24909 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.302 true_negative_rate:0.988 true_positive:13484 true_negative:3991 false_positive:48 false_negative:31103 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.218 true_negative_rate:0.992 true_positive:9736 true_negative:4005 false_positive:34 false_negative:34851 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.250 precision:0.995 recall:0.165 true_negative_rate:0.992 true_positive:7378 true_negative:4005 false_positive:34 false_negative:37209 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.128 true_negative_rate:0.999 true_positive:5711 true_negative:4035 false_positive:4 false_negative:38876 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4916 true_negative:4039 false_positive:0 false_negative:39671 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:3997 true_negative:4039 false_positive:0 false_negative:40590 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3626 true_negative:4039 false_positive:0 false_negative:40961 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3308 true_negative:4039 false_positive:0 false_negative:41279 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3108 true_negative:4039 false_positive:0 false_negative:41479 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3054 true_negative:4039 false_positive:0 false_negative:41533 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2721 true_negative:4039 false_positive:0 false_negative:41866 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:677 true_negative:4039 false_positive:0 false_negative:43910 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:396 true_negative:4039 false_positive:0 false_negative:44191 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:4039 false_positive:0 false_negative:44581 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4039 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4039 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4039 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_21_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4039 false_positive:0 false_negative:44586 
