fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.000 precision:0.996 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:56 false_negative:0 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.050 precision:1.000 recall:0.921 true_negative_rate:0.911 true_positive:13714 true_negative:51 false_positive:5 false_negative:1179 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.100 precision:1.000 recall:0.797 true_negative_rate:1.000 true_positive:11876 true_negative:56 false_positive:0 false_negative:3017 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.663 true_negative_rate:1.000 true_positive:9871 true_negative:56 false_positive:0 false_negative:5022 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.548 true_negative_rate:1.000 true_positive:8165 true_negative:56 false_positive:0 false_negative:6728 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.479 true_negative_rate:1.000 true_positive:7138 true_negative:56 false_positive:0 false_negative:7755 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.417 true_negative_rate:1.000 true_positive:6205 true_negative:56 false_positive:0 false_negative:8688 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.377 true_negative_rate:1.000 true_positive:5618 true_negative:56 false_positive:0 false_negative:9275 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.331 true_negative_rate:1.000 true_positive:4927 true_negative:56 false_positive:0 false_negative:9966 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:4286 true_negative:56 false_positive:0 false_negative:10607 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.257 true_negative_rate:1.000 true_positive:3821 true_negative:56 false_positive:0 false_negative:11072 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.223 true_negative_rate:1.000 true_positive:3320 true_negative:56 false_positive:0 false_negative:11573 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.193 true_negative_rate:1.000 true_positive:2869 true_negative:56 false_positive:0 false_negative:12024 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2302 true_negative:56 false_positive:0 false_negative:12591 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.119 true_negative_rate:1.000 true_positive:1777 true_negative:56 false_positive:0 false_negative:13116 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:1340 true_negative:56 false_positive:0 false_negative:13553 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:906 true_negative:56 false_positive:0 false_negative:13987 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:415 true_negative:56 false_positive:0 false_negative:14478 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:150 true_negative:56 false_positive:0 false_negative:14743 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:56 false_positive:0 false_negative:14857 
fr101_ocount_20_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:56 false_positive:0 false_negative:14892 
