edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.000 precision:0.977 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:1031 false_negative:0 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.050 precision:0.996 recall:0.703 true_negative_rate:0.878 true_positive:31346 true_negative:905 false_positive:126 false_negative:13241 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.100 precision:0.999 recall:0.441 true_negative_rate:0.987 true_positive:19651 true_negative:1018 false_positive:13 false_negative:24936 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.303 true_negative_rate:1.000 true_positive:13517 true_negative:1031 false_positive:0 false_negative:31070 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.217 true_negative_rate:1.000 true_positive:9662 true_negative:1031 false_positive:0 false_negative:34925 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.166 true_negative_rate:1.000 true_positive:7381 true_negative:1031 false_positive:0 false_negative:37206 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5717 true_negative:1031 false_positive:0 false_negative:38870 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4862 true_negative:1031 false_positive:0 false_negative:39725 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3952 true_negative:1031 false_positive:0 false_negative:40635 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3620 true_negative:1031 false_positive:0 false_negative:40967 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3320 true_negative:1031 false_positive:0 false_negative:41267 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:1031 false_positive:0 false_negative:41478 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3046 true_negative:1031 false_positive:0 false_negative:41541 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2697 true_negative:1031 false_positive:0 false_negative:41890 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:673 true_negative:1031 false_positive:0 false_negative:43914 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:400 true_negative:1031 false_positive:0 false_negative:44187 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1031 false_positive:0 false_negative:44581 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1031 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1031 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1031 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1031 false_positive:0 false_negative:44586 
