csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.000 precision:0.932 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1224 false_negative:0 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.050 precision:0.930 recall:0.942 true_negative_rate:0.030 true_positive:15873 true_negative:37 false_positive:1187 false_negative:984 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.100 precision:0.929 recall:0.809 true_negative_rate:0.150 true_positive:13636 true_negative:184 false_positive:1040 false_negative:3221 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.150 precision:0.950 recall:0.609 true_negative_rate:0.561 true_positive:10273 true_negative:687 false_positive:537 false_negative:6584 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.200 precision:0.978 recall:0.431 true_negative_rate:0.868 true_positive:7264 true_negative:1062 false_positive:162 false_negative:9593 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.250 precision:0.984 recall:0.318 true_negative_rate:0.928 true_positive:5357 true_negative:1136 false_positive:88 false_negative:11500 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.300 precision:0.987 recall:0.243 true_negative_rate:0.955 true_positive:4099 true_negative:1169 false_positive:55 false_negative:12758 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.350 precision:0.993 recall:0.186 true_negative_rate:0.982 true_positive:3127 true_negative:1202 false_positive:22 false_negative:13730 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.138 true_negative_rate:0.996 true_positive:2319 true_negative:1219 false_positive:5 false_negative:14538 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:1697 true_negative:1224 false_positive:0 false_negative:15160 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:1099 true_negative:1224 false_positive:0 false_negative:15758 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:656 true_negative:1224 false_positive:0 false_negative:16201 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:371 true_negative:1224 false_positive:0 false_negative:16486 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:150 true_negative:1224 false_positive:0 false_negative:16707 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:47 true_negative:1224 false_positive:0 false_negative:16810 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:31 true_negative:1224 false_positive:0 false_negative:16826 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:1224 false_positive:0 false_negative:16838 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:1224 false_positive:0 false_negative:16845 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:1224 false_positive:0 false_negative:16849 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1224 false_positive:0 false_negative:16853 
csail_ocount_20_osize_12_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1224 false_positive:0 false_negative:16856 
