edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.000 precision:0.741 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:15623 false_negative:0 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.050 precision:0.767 recall:0.728 true_negative_rate:0.368 true_positive:32451 true_negative:5742 false_positive:9881 false_negative:12136 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.100 precision:0.956 recall:0.462 true_negative_rate:0.939 true_positive:20617 true_negative:14664 false_positive:959 false_negative:23970 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.150 precision:0.986 recall:0.306 true_negative_rate:0.988 true_positive:13661 true_negative:15436 false_positive:187 false_negative:30926 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.221 true_negative_rate:0.997 true_positive:9848 true_negative:15571 false_positive:52 false_negative:34739 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.250 precision:0.997 recall:0.166 true_negative_rate:0.999 true_positive:7394 true_negative:15603 false_positive:20 false_negative:37193 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.129 true_negative_rate:0.999 true_positive:5762 true_negative:15606 false_positive:17 false_negative:38825 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4878 true_negative:15622 false_positive:1 false_negative:39709 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:4046 true_negative:15623 false_positive:0 false_negative:40541 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3608 true_negative:15623 false_positive:0 false_negative:40979 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3311 true_negative:15623 false_positive:0 false_negative:41276 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3107 true_negative:15623 false_positive:0 false_negative:41480 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3036 true_negative:15623 false_positive:0 false_negative:41551 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2680 true_negative:15623 false_positive:0 false_negative:41907 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:735 true_negative:15623 false_positive:0 false_negative:43852 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:384 true_negative:15623 false_positive:0 false_negative:44203 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:32 true_negative:15623 false_positive:0 false_negative:44555 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:15623 false_positive:0 false_negative:44584 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:15623 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:15623 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_17_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:15623 false_positive:0 false_negative:44586 
