fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.000 precision:0.970 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:468 false_negative:0 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.050 precision:0.992 recall:0.922 true_negative_rate:0.750 true_positive:13736 true_negative:351 false_positive:117 false_negative:1157 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.100 precision:0.998 recall:0.798 true_negative_rate:0.951 true_positive:11885 true_negative:445 false_positive:23 false_negative:3008 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.662 true_negative_rate:0.987 true_positive:9855 true_negative:462 false_positive:6 false_negative:5038 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.548 true_negative_rate:0.987 true_positive:8163 true_negative:462 false_positive:6 false_negative:6730 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.480 true_negative_rate:0.991 true_positive:7143 true_negative:464 false_positive:4 false_negative:7750 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.417 true_negative_rate:0.991 true_positive:6204 true_negative:464 false_positive:4 false_negative:8689 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.377 true_negative_rate:0.991 true_positive:5613 true_negative:464 false_positive:4 false_negative:9280 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.330 true_negative_rate:0.991 true_positive:4910 true_negative:464 false_positive:4 false_negative:9983 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.288 true_negative_rate:0.991 true_positive:4288 true_negative:464 false_positive:4 false_negative:10605 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.500 precision:0.999 recall:0.256 true_negative_rate:0.991 true_positive:3810 true_negative:464 false_positive:4 false_negative:11083 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.223 true_negative_rate:0.994 true_positive:3318 true_negative:465 false_positive:3 false_negative:11575 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.600 precision:0.999 recall:0.193 true_negative_rate:0.996 true_positive:2868 true_negative:466 false_positive:2 false_negative:12025 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.153 true_negative_rate:1.000 true_positive:2284 true_negative:468 false_positive:0 false_negative:12609 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.119 true_negative_rate:1.000 true_positive:1777 true_negative:468 false_positive:0 false_negative:13116 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:1344 true_negative:468 false_positive:0 false_negative:13549 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:898 true_negative:468 false_positive:0 false_negative:13995 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:414 true_negative:468 false_positive:0 false_negative:14479 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:149 true_negative:468 false_positive:0 false_negative:14744 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:468 false_positive:0 false_negative:14857 
fr101_ocount_60_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:468 false_positive:0 false_negative:14892 
