edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.000 precision:0.982 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:799 false_negative:0 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.050 precision:0.997 recall:0.704 true_negative_rate:0.899 true_positive:31382 true_negative:718 false_positive:81 false_negative:13205 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.442 true_negative_rate:0.987 true_positive:19695 true_negative:789 false_positive:10 false_negative:24892 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.303 true_negative_rate:0.991 true_positive:13518 true_negative:792 false_positive:7 false_negative:31069 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.217 true_negative_rate:0.991 true_positive:9657 true_negative:792 false_positive:7 false_negative:34930 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.165 true_negative_rate:0.991 true_positive:7377 true_negative:792 false_positive:7 false_negative:37210 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.129 true_negative_rate:1.000 true_positive:5742 true_negative:799 false_positive:0 false_negative:38845 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4866 true_negative:799 false_positive:0 false_negative:39721 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3946 true_negative:799 false_positive:0 false_negative:40641 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3617 true_negative:799 false_positive:0 false_negative:40970 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3318 true_negative:799 false_positive:0 false_negative:41269 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:799 false_positive:0 false_negative:41478 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3051 true_negative:799 false_positive:0 false_negative:41536 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2698 true_negative:799 false_positive:0 false_negative:41889 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:668 true_negative:799 false_positive:0 false_negative:43919 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:403 true_negative:799 false_positive:0 false_negative:44184 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:799 false_positive:0 false_negative:44581 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:799 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:799 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:799 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_3_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:799 false_positive:0 false_negative:44586 
