fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.000 precision:0.970 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1063 false_negative:0 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.050 precision:0.972 recall:0.937 true_negative_rate:0.101 true_positive:32638 true_negative:107 false_positive:956 false_negative:2193 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.100 precision:0.978 recall:0.787 true_negative_rate:0.431 true_positive:27416 true_negative:458 false_positive:605 false_negative:7415 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.150 precision:0.989 recall:0.607 true_negative_rate:0.780 true_positive:21127 true_negative:829 false_positive:234 false_negative:13704 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.200 precision:0.995 recall:0.469 true_negative_rate:0.930 true_positive:16343 true_negative:989 false_positive:74 false_negative:18488 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.250 precision:0.998 recall:0.392 true_negative_rate:0.968 true_positive:13638 true_negative:1029 false_positive:34 false_negative:21193 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.330 true_negative_rate:0.978 true_positive:11502 true_negative:1040 false_positive:23 false_negative:23329 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.277 true_negative_rate:0.978 true_positive:9658 true_negative:1040 false_positive:23 false_negative:25173 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.400 precision:0.997 recall:0.231 true_negative_rate:0.978 true_positive:8055 true_negative:1040 false_positive:23 false_negative:26776 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.450 precision:0.998 recall:0.192 true_negative_rate:0.987 true_positive:6685 true_negative:1049 false_positive:14 false_negative:28146 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.150 true_negative_rate:1.000 true_positive:5237 true_negative:1063 false_positive:0 false_negative:29594 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.117 true_negative_rate:1.000 true_positive:4058 true_negative:1063 false_positive:0 false_negative:30773 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.085 true_negative_rate:1.000 true_positive:2952 true_negative:1063 false_positive:0 false_negative:31879 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.055 true_negative_rate:1.000 true_positive:1912 true_negative:1063 false_positive:0 false_negative:32919 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1340 true_negative:1063 false_positive:0 false_negative:33491 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:1033 true_negative:1063 false_positive:0 false_negative:33798 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:751 true_negative:1063 false_positive:0 false_negative:34080 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:330 true_negative:1063 false_positive:0 false_negative:34501 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:94 true_negative:1063 false_positive:0 false_negative:34737 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:1063 false_positive:0 false_negative:34816 
fhw_ocount_20_osize_14_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1063 false_positive:0 false_negative:34830 
