fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.000 precision:0.994 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:213 false_negative:0 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.050 precision:0.998 recall:0.978 true_negative_rate:0.657 true_positive:35655 true_negative:140 false_positive:73 false_negative:810 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.908 true_negative_rate:0.775 true_positive:33113 true_negative:165 false_positive:48 false_negative:3352 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.773 true_negative_rate:0.915 true_positive:28171 true_negative:195 false_positive:18 false_negative:8294 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.609 true_negative_rate:0.981 true_positive:22208 true_negative:209 false_positive:4 false_negative:14257 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:0.995 true_positive:17353 true_negative:212 false_positive:1 false_negative:19112 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.371 true_negative_rate:0.995 true_positive:13525 true_negative:212 false_positive:1 false_negative:22940 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.274 true_negative_rate:1.000 true_positive:9978 true_negative:213 false_positive:0 false_negative:26487 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.195 true_negative_rate:1.000 true_positive:7115 true_negative:213 false_positive:0 false_negative:29350 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.138 true_negative_rate:1.000 true_positive:5019 true_negative:213 false_positive:0 false_negative:31446 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:3471 true_negative:213 false_positive:0 false_negative:32994 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.063 true_negative_rate:1.000 true_positive:2312 true_negative:213 false_positive:0 false_negative:34153 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1356 true_negative:213 false_positive:0 false_negative:35109 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:620 true_negative:213 false_positive:0 false_negative:35845 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:248 true_negative:213 false_positive:0 false_negative:36217 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:119 true_negative:213 false_positive:0 false_negative:36346 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:53 true_negative:213 false_positive:0 false_negative:36412 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:29 true_negative:213 false_positive:0 false_negative:36436 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:213 false_positive:0 false_negative:36449 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:213 false_positive:0 false_negative:36458 
fr079_ocount_60_osize_3_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:213 false_positive:0 false_negative:36464 
