fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.000 precision:0.639 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:8430 false_negative:0 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.050 precision:0.637 recall:0.925 true_negative_rate:0.068 true_positive:13771 true_negative:572 false_positive:7858 false_negative:1122 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.100 precision:0.707 recall:0.802 true_negative_rate:0.414 true_positive:11945 true_negative:3490 false_positive:4940 false_negative:2948 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.150 precision:0.848 recall:0.662 true_negative_rate:0.791 true_positive:9856 true_negative:6665 false_positive:1765 false_negative:5037 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.200 precision:0.944 recall:0.548 true_negative_rate:0.943 true_positive:8154 true_negative:7947 false_positive:483 false_negative:6739 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.250 precision:0.986 recall:0.470 true_negative_rate:0.988 true_positive:6997 true_negative:8332 false_positive:98 false_negative:7896 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.300 precision:0.992 recall:0.412 true_negative_rate:0.994 true_positive:6131 true_negative:8380 false_positive:50 false_negative:8762 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.350 precision:0.995 recall:0.363 true_negative_rate:0.997 true_positive:5410 true_negative:8401 false_positive:29 false_negative:9483 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.400 precision:0.998 recall:0.315 true_negative_rate:0.999 true_positive:4691 true_negative:8422 false_positive:8 false_negative:10202 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.277 true_negative_rate:1.000 true_positive:4131 true_negative:8427 false_positive:3 false_negative:10762 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.241 true_negative_rate:1.000 true_positive:3584 true_negative:8429 false_positive:1 false_negative:11309 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.208 true_negative_rate:1.000 true_positive:3098 true_negative:8429 false_positive:1 false_negative:11795 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.166 true_negative_rate:1.000 true_positive:2477 true_negative:8430 false_positive:0 false_negative:12416 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.127 true_negative_rate:1.000 true_positive:1888 true_negative:8430 false_positive:0 false_negative:13005 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:1414 true_negative:8430 false_positive:0 false_negative:13479 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.063 true_negative_rate:1.000 true_positive:931 true_negative:8430 false_positive:0 false_negative:13962 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:447 true_negative:8430 false_positive:0 false_negative:14446 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:184 true_negative:8430 false_positive:0 false_negative:14709 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:63 true_negative:8430 false_positive:0 false_negative:14830 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:24 true_negative:8430 false_positive:0 false_negative:14869 
fr101_ocount_100_osize_14_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8430 false_positive:0 false_negative:14892 
