csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.000 precision:0.955 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:795 false_negative:0 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.050 precision:0.966 recall:0.967 true_negative_rate:0.288 true_positive:16298 true_negative:229 false_positive:566 false_negative:559 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.100 precision:0.984 recall:0.867 true_negative_rate:0.711 true_positive:14608 true_negative:565 false_positive:230 false_negative:2249 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.150 precision:0.994 recall:0.695 true_negative_rate:0.904 true_positive:11708 true_negative:719 false_positive:76 false_negative:5149 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.200 precision:0.997 recall:0.508 true_negative_rate:0.970 true_positive:8560 true_negative:771 false_positive:24 false_negative:8297 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.363 true_negative_rate:0.989 true_positive:6122 true_negative:786 false_positive:9 false_negative:10735 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.266 true_negative_rate:1.000 true_positive:4478 true_negative:795 false_positive:0 false_negative:12379 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.200 true_negative_rate:1.000 true_positive:3370 true_negative:795 false_positive:0 false_negative:13487 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:2457 true_negative:795 false_positive:0 false_negative:14400 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.102 true_negative_rate:1.000 true_positive:1726 true_negative:795 false_positive:0 false_negative:15131 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:1077 true_negative:795 false_positive:0 false_negative:15780 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:653 true_negative:795 false_positive:0 false_negative:16204 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:376 true_negative:795 false_positive:0 false_negative:16481 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:158 true_negative:795 false_positive:0 false_negative:16699 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:56 true_negative:795 false_positive:0 false_negative:16801 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:795 false_positive:0 false_negative:16832 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:795 false_positive:0 false_negative:16835 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:795 false_positive:0 false_negative:16844 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:795 false_positive:0 false_negative:16852 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:795 false_positive:0 false_negative:16854 
csail_ocount_100_osize_3_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:795 false_positive:0 false_negative:16856 
