aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.000 precision:0.860 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:6159 false_negative:0 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.050 precision:0.904 recall:0.864 true_negative_rate:0.438 true_positive:32669 true_negative:2696 false_positive:3463 false_negative:5126 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.100 precision:0.979 recall:0.724 true_negative_rate:0.904 true_positive:27372 true_negative:5566 false_positive:593 false_negative:10423 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.150 precision:0.992 recall:0.620 true_negative_rate:0.970 true_positive:23448 true_negative:5974 false_positive:185 false_negative:14347 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.200 precision:0.993 recall:0.545 true_negative_rate:0.976 true_positive:20587 true_negative:6014 false_positive:145 false_negative:17208 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.482 true_negative_rate:0.986 true_positive:18206 true_negative:6074 false_positive:85 false_negative:19589 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.300 precision:0.997 recall:0.424 true_negative_rate:0.993 true_positive:16035 true_negative:6118 false_positive:41 false_negative:21760 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.361 true_negative_rate:0.999 true_positive:13654 true_negative:6155 false_positive:4 false_negative:24141 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.291 true_negative_rate:1.000 true_positive:11012 true_negative:6157 false_positive:2 false_negative:26783 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.233 true_negative_rate:1.000 true_positive:8820 true_negative:6159 false_positive:0 false_negative:28975 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:7036 true_negative:6159 false_positive:0 false_negative:30759 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:5394 true_negative:6159 false_positive:0 false_negative:32401 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:3805 true_negative:6159 false_positive:0 false_negative:33990 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2554 true_negative:6159 false_positive:0 false_negative:35241 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1326 true_negative:6159 false_positive:0 false_negative:36469 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:539 true_negative:6159 false_positive:0 false_negative:37256 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:65 true_negative:6159 false_positive:0 false_negative:37730 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:42 true_negative:6159 false_positive:0 false_negative:37753 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:6159 false_positive:0 false_negative:37769 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:6159 false_positive:0 false_negative:37783 
aces_publicb_ocount_140_osize_10_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6159 false_positive:0 false_negative:37794 
