aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.000 precision:0.887 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:4810 false_negative:0 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.050 precision:0.922 recall:0.868 true_negative_rate:0.423 true_positive:32814 true_negative:2037 false_positive:2773 false_negative:4981 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.100 precision:0.981 recall:0.724 true_negative_rate:0.890 true_positive:27359 true_negative:4279 false_positive:531 false_negative:10436 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.150 precision:0.992 recall:0.620 true_negative_rate:0.960 true_positive:23448 true_negative:4620 false_positive:190 false_negative:14347 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.200 precision:0.994 recall:0.536 true_negative_rate:0.977 true_positive:20247 true_negative:4698 false_positive:112 false_negative:17548 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.471 true_negative_rate:0.990 true_positive:17806 true_negative:4761 false_positive:49 false_negative:19989 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.415 true_negative_rate:0.995 true_positive:15702 true_negative:4784 false_positive:26 false_negative:22093 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.347 true_negative_rate:0.995 true_positive:13118 true_negative:4784 false_positive:26 false_negative:24677 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.400 precision:0.998 recall:0.278 true_negative_rate:0.995 true_positive:10506 true_negative:4785 false_positive:25 false_negative:27289 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.225 true_negative_rate:0.998 true_positive:8498 true_negative:4799 false_positive:11 false_negative:29297 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.178 true_negative_rate:1.000 true_positive:6744 true_negative:4809 false_positive:1 false_negative:31051 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.133 true_negative_rate:1.000 true_positive:5030 true_negative:4810 false_positive:0 false_negative:32765 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.092 true_negative_rate:1.000 true_positive:3477 true_negative:4810 false_positive:0 false_negative:34318 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.059 true_negative_rate:1.000 true_positive:2225 true_negative:4810 false_positive:0 false_negative:35570 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:1020 true_negative:4810 false_positive:0 false_negative:36775 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:338 true_negative:4810 false_positive:0 false_negative:37457 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:50 true_negative:4810 false_positive:0 false_negative:37745 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:30 true_negative:4810 false_positive:0 false_negative:37765 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:4810 false_positive:0 false_negative:37773 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:4810 false_positive:0 false_negative:37785 
aces_publicb_ocount_120_osize_12_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4810 false_positive:0 false_negative:37794 
