aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.000 precision:0.547 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:31288 false_negative:0 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.050 precision:0.520 recall:0.881 true_negative_rate:0.016 true_positive:33294 true_negative:505 false_positive:30783 false_negative:4501 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.100 precision:0.503 recall:0.768 true_negative_rate:0.086 true_positive:29012 true_negative:2677 false_positive:28611 false_negative:8783 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.150 precision:0.564 recall:0.663 true_negative_rate:0.381 true_positive:25040 true_negative:11928 false_positive:19360 false_negative:12755 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.200 precision:0.724 recall:0.575 true_negative_rate:0.736 true_positive:21743 true_negative:23014 false_positive:8274 false_negative:16052 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.250 precision:0.865 recall:0.503 true_negative_rate:0.905 true_positive:19005 true_negative:28310 false_positive:2978 false_negative:18790 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.300 precision:0.946 recall:0.438 true_negative_rate:0.970 true_positive:16557 true_negative:30339 false_positive:949 false_negative:21238 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.350 precision:0.975 recall:0.377 true_negative_rate:0.988 true_positive:14248 true_negative:30918 false_positive:370 false_negative:23547 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.400 precision:0.990 recall:0.313 true_negative_rate:0.996 true_positive:11816 true_negative:31164 false_positive:124 false_negative:25979 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.450 precision:0.994 recall:0.251 true_negative_rate:0.998 true_positive:9496 true_negative:31231 false_positive:57 false_negative:28299 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.193 true_negative_rate:1.000 true_positive:7278 true_negative:31288 false_positive:0 false_negative:30517 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5511 true_negative:31288 false_positive:0 false_negative:32284 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.107 true_negative_rate:1.000 true_positive:4031 true_negative:31288 false_positive:0 false_negative:33764 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:2692 true_negative:31288 false_positive:0 false_negative:35103 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:1512 true_negative:31288 false_positive:0 false_negative:36283 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:721 true_negative:31288 false_positive:0 false_negative:37074 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:225 true_negative:31288 false_positive:0 false_negative:37570 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:94 true_negative:31288 false_positive:0 false_negative:37701 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:31288 false_positive:0 false_negative:37773 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:11 true_negative:31288 false_positive:0 false_negative:37784 
aces_publicb_ocount_80_osize_33_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:31288 false_positive:0 false_negative:37794 
