csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.000 precision:0.989 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:189 false_negative:0 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.050 precision:0.994 recall:0.967 true_negative_rate:0.487 true_positive:16295 true_negative:92 false_positive:97 false_negative:562 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.100 precision:0.998 recall:0.867 true_negative_rate:0.820 true_positive:14619 true_negative:155 false_positive:34 false_negative:2238 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.694 true_negative_rate:0.947 true_positive:11700 true_negative:179 false_positive:10 false_negative:5157 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.504 true_negative_rate:0.974 true_positive:8489 true_negative:184 false_positive:5 false_negative:8368 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.361 true_negative_rate:0.984 true_positive:6089 true_negative:186 false_positive:3 false_negative:10768 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.265 true_negative_rate:0.984 true_positive:4465 true_negative:186 false_positive:3 false_negative:12392 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.200 true_negative_rate:0.984 true_positive:3368 true_negative:186 false_positive:3 false_negative:13489 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.146 true_negative_rate:0.989 true_positive:2469 true_negative:187 false_positive:2 false_negative:14388 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.103 true_negative_rate:0.995 true_positive:1735 true_negative:188 false_positive:1 false_negative:15122 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:1091 true_negative:189 false_positive:0 false_negative:15766 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:670 true_negative:189 false_positive:0 false_negative:16187 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:382 true_negative:189 false_positive:0 false_negative:16475 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:163 true_negative:189 false_positive:0 false_negative:16694 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:58 true_negative:189 false_positive:0 false_negative:16799 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:189 false_positive:0 false_negative:16832 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:189 false_positive:0 false_negative:16836 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:15 true_negative:189 false_positive:0 false_negative:16842 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:189 false_positive:0 false_negative:16851 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:189 false_positive:0 false_negative:16854 
csail_ocount_40_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:189 false_positive:0 false_negative:16856 
