aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.000 precision:0.994 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:243 false_negative:0 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.050 precision:0.999 recall:0.857 true_negative_rate:0.877 true_positive:32395 true_negative:213 false_positive:30 false_negative:5400 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.717 true_negative_rate:0.930 true_positive:27111 true_negative:226 false_positive:17 false_negative:10684 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.618 true_negative_rate:0.963 true_positive:23360 true_negative:234 false_positive:9 false_negative:14435 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:0.975 true_positive:20409 true_negative:237 false_positive:6 false_negative:17386 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.475 true_negative_rate:0.984 true_positive:17964 true_negative:239 false_positive:4 false_negative:19831 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.992 true_positive:15868 true_negative:241 false_positive:2 false_negative:21927 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:1.000 true_positive:13497 true_negative:243 false_positive:0 false_negative:24298 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10811 true_negative:243 false_positive:0 false_negative:26984 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8703 true_negative:243 false_positive:0 false_negative:29092 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6947 true_negative:243 false_positive:0 false_negative:30848 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5310 true_negative:243 false_positive:0 false_negative:32485 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3760 true_negative:243 false_positive:0 false_negative:34035 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2513 true_negative:243 false_positive:0 false_negative:35282 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1298 true_negative:243 false_positive:0 false_negative:36497 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:505 true_negative:243 false_positive:0 false_negative:37290 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:243 false_positive:0 false_negative:37735 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:243 false_positive:0 false_negative:37760 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:243 false_positive:0 false_negative:37770 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:243 false_positive:0 false_negative:37783 
aces_publicb_ocount_60_osize_3_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:243 false_positive:0 false_negative:37794 
