fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.000 precision:0.975 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:904 false_negative:0 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.050 precision:0.979 recall:0.936 true_negative_rate:0.238 true_positive:32596 true_negative:215 false_positive:689 false_negative:2235 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.100 precision:0.988 recall:0.784 true_negative_rate:0.619 true_positive:27295 true_negative:560 false_positive:344 false_negative:7536 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.150 precision:0.993 recall:0.603 true_negative_rate:0.845 true_positive:21002 true_negative:764 false_positive:140 false_negative:13829 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.200 precision:0.997 recall:0.471 true_negative_rate:0.944 true_positive:16393 true_negative:853 false_positive:51 false_negative:18438 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.390 true_negative_rate:0.972 true_positive:13593 true_negative:879 false_positive:25 false_negative:21238 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.327 true_negative_rate:0.985 true_positive:11376 true_negative:890 false_positive:14 false_negative:23455 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.272 true_negative_rate:0.988 true_positive:9458 true_negative:893 false_positive:11 false_negative:25373 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.227 true_negative_rate:0.994 true_positive:7903 true_negative:899 false_positive:5 false_negative:26928 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6432 true_negative:904 false_positive:0 false_negative:28399 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5004 true_negative:904 false_positive:0 false_negative:29827 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3866 true_negative:904 false_positive:0 false_negative:30965 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.078 true_negative_rate:1.000 true_positive:2703 true_negative:904 false_positive:0 false_negative:32128 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1708 true_negative:904 false_positive:0 false_negative:33123 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1262 true_negative:904 false_positive:0 false_negative:33569 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:972 true_negative:904 false_positive:0 false_negative:33859 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:676 true_negative:904 false_positive:0 false_negative:34155 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:225 true_negative:904 false_positive:0 false_negative:34606 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:58 true_negative:904 false_positive:0 false_negative:34773 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:904 false_positive:0 false_negative:34818 
fhw_ocount_60_osize_5_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:904 false_positive:0 false_negative:34830 
