aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.000 precision:0.815 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:8551 false_negative:0 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.050 precision:0.818 recall:0.877 true_negative_rate:0.135 true_positive:33148 true_negative:1152 false_positive:7399 false_negative:4647 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.100 precision:0.911 recall:0.728 true_negative_rate:0.686 true_positive:27500 true_negative:5862 false_positive:2689 false_negative:10295 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.150 precision:0.975 recall:0.624 true_negative_rate:0.930 true_positive:23577 true_negative:7952 false_positive:599 false_negative:14218 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.200 precision:0.989 recall:0.544 true_negative_rate:0.973 true_positive:20551 true_negative:8317 false_positive:234 false_negative:17244 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.250 precision:0.990 recall:0.482 true_negative_rate:0.979 true_positive:18204 true_negative:8375 false_positive:176 false_negative:19591 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.300 precision:0.991 recall:0.426 true_negative_rate:0.984 true_positive:16119 true_negative:8412 false_positive:139 false_negative:21676 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.350 precision:0.993 recall:0.366 true_negative_rate:0.989 true_positive:13848 true_negative:8458 false_positive:93 false_negative:23947 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.400 precision:0.995 recall:0.298 true_negative_rate:0.994 true_positive:11272 true_negative:8498 false_positive:53 false_negative:26523 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.450 precision:0.998 recall:0.237 true_negative_rate:0.998 true_positive:8964 true_negative:8536 false_positive:15 false_negative:28831 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.189 true_negative_rate:1.000 true_positive:7141 true_negative:8549 false_positive:2 false_negative:30654 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.145 true_negative_rate:1.000 true_positive:5488 true_negative:8550 false_positive:1 false_negative:32307 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.106 true_negative_rate:1.000 true_positive:3990 true_negative:8551 false_positive:0 false_negative:33805 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:2676 true_negative:8551 false_positive:0 false_negative:35119 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1430 true_negative:8551 false_positive:0 false_negative:36365 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:648 true_negative:8551 false_positive:0 false_negative:37147 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:145 true_negative:8551 false_positive:0 false_negative:37650 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:41 true_negative:8551 false_positive:0 false_negative:37754 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:8551 false_positive:0 false_negative:37769 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:8551 false_positive:0 false_negative:37782 
aces_publicb_ocount_100_osize_16_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8551 false_positive:0 false_negative:37794 
