csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.000 precision:0.979 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:367 false_negative:0 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.050 precision:0.990 recall:0.967 true_negative_rate:0.545 true_positive:16309 true_negative:200 false_positive:167 false_negative:548 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.100 precision:0.995 recall:0.869 true_negative_rate:0.779 true_positive:14650 true_negative:286 false_positive:81 false_negative:2207 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.699 true_negative_rate:0.861 true_positive:11789 true_negative:316 false_positive:51 false_negative:5068 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.509 true_negative_rate:0.948 true_positive:8577 true_negative:348 false_positive:19 false_negative:8280 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.367 true_negative_rate:0.978 true_positive:6187 true_negative:359 false_positive:8 false_negative:10670 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.269 true_negative_rate:0.995 true_positive:4529 true_negative:365 false_positive:2 false_negative:12328 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.202 true_negative_rate:0.995 true_positive:3413 true_negative:365 false_positive:2 false_negative:13444 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.150 true_negative_rate:0.997 true_positive:2521 true_negative:366 false_positive:1 false_negative:14336 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.105 true_negative_rate:0.997 true_positive:1771 true_negative:366 false_positive:1 false_negative:15086 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.500 precision:0.999 recall:0.067 true_negative_rate:0.997 true_positive:1129 true_negative:366 false_positive:1 false_negative:15728 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.041 true_negative_rate:0.997 true_positive:694 true_negative:366 false_positive:1 false_negative:16163 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.600 precision:0.997 recall:0.023 true_negative_rate:0.997 true_positive:388 true_negative:366 false_positive:1 false_negative:16469 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:176 true_negative:367 false_positive:0 false_negative:16681 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:67 true_negative:367 false_positive:0 false_negative:16790 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:367 false_positive:0 false_negative:16831 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:367 false_positive:0 false_negative:16836 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:367 false_positive:0 false_negative:16843 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:367 false_positive:0 false_negative:16851 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:367 false_positive:0 false_negative:16853 
csail_ocount_160_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:367 false_positive:0 false_negative:16856 
