fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.000 precision:0.970 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1084 false_negative:0 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.050 precision:0.971 recall:0.935 true_negative_rate:0.088 true_positive:32565 true_negative:95 false_positive:989 false_negative:2266 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.100 precision:0.972 recall:0.783 true_negative_rate:0.272 true_positive:27256 true_negative:295 false_positive:789 false_negative:7575 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.150 precision:0.985 recall:0.602 true_negative_rate:0.704 true_positive:20961 true_negative:763 false_positive:321 false_negative:13870 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.469 true_negative_rate:0.948 true_positive:16349 true_negative:1028 false_positive:56 false_negative:18482 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.389 true_negative_rate:0.978 true_positive:13563 true_negative:1060 false_positive:24 false_negative:21268 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.327 true_negative_rate:0.997 true_positive:11400 true_negative:1081 false_positive:3 false_negative:23431 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.273 true_negative_rate:1.000 true_positive:9504 true_negative:1084 false_positive:0 false_negative:25327 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.228 true_negative_rate:1.000 true_positive:7929 true_negative:1084 false_positive:0 false_negative:26902 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:1.000 true_positive:6546 true_negative:1084 false_positive:0 false_negative:28285 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5082 true_negative:1084 false_positive:0 false_negative:29749 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3914 true_negative:1084 false_positive:0 false_negative:30917 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2783 true_negative:1084 false_positive:0 false_negative:32048 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1766 true_negative:1084 false_positive:0 false_negative:33065 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1278 true_negative:1084 false_positive:0 false_negative:33553 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:989 true_negative:1084 false_positive:0 false_negative:33842 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:695 true_negative:1084 false_positive:0 false_negative:34136 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:260 true_negative:1084 false_positive:0 false_negative:34571 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:77 true_negative:1084 false_positive:0 false_negative:34754 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:1084 false_positive:0 false_negative:34807 
fhw_ocount_20_osize_14_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1084 false_positive:0 false_negative:34830 
