edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.000 precision:0.878 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:6191 false_negative:0 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.050 precision:0.854 recall:0.712 true_negative_rate:0.127 true_positive:31729 true_negative:785 false_positive:5406 false_negative:12858 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.100 precision:0.866 recall:0.464 true_negative_rate:0.484 true_positive:20691 true_negative:2999 false_positive:3192 false_negative:23896 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.150 precision:0.927 recall:0.311 true_negative_rate:0.825 true_positive:13869 true_negative:5106 false_positive:1085 false_negative:30718 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.200 precision:0.991 recall:0.219 true_negative_rate:0.986 true_positive:9754 true_negative:6104 false_positive:87 false_negative:34833 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.167 true_negative_rate:0.994 true_positive:7427 true_negative:6155 false_positive:36 false_negative:37160 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.130 true_negative_rate:0.999 true_positive:5789 true_negative:6183 false_positive:8 false_negative:38798 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4843 true_negative:6191 false_positive:0 false_negative:39744 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3936 true_negative:6191 false_positive:0 false_negative:40651 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3625 true_negative:6191 false_positive:0 false_negative:40962 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3302 true_negative:6191 false_positive:0 false_negative:41285 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3108 true_negative:6191 false_positive:0 false_negative:41479 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3045 true_negative:6191 false_positive:0 false_negative:41542 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2708 true_negative:6191 false_positive:0 false_negative:41879 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:696 true_negative:6191 false_positive:0 false_negative:43891 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:391 true_negative:6191 false_positive:0 false_negative:44196 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:6191 false_positive:0 false_negative:44580 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6191 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6191 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6191 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_31_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6191 false_positive:0 false_negative:44586 
