fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.000 precision:0.930 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:2735 false_negative:0 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.050 precision:0.932 recall:0.974 true_negative_rate:0.055 true_positive:35531 true_negative:151 false_positive:2584 false_negative:934 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.100 precision:0.947 recall:0.899 true_negative_rate:0.329 true_positive:32800 true_negative:899 false_positive:1836 false_negative:3665 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.150 precision:0.969 recall:0.763 true_negative_rate:0.677 true_positive:27840 true_negative:1851 false_positive:884 false_negative:8625 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.200 precision:0.980 recall:0.600 true_negative_rate:0.840 true_positive:21885 true_negative:2297 false_positive:438 false_negative:14580 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.250 precision:0.992 recall:0.469 true_negative_rate:0.947 true_positive:17086 true_negative:2591 false_positive:144 false_negative:19379 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.300 precision:0.996 recall:0.356 true_negative_rate:0.983 true_positive:12991 true_negative:2689 false_positive:46 false_negative:23474 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.258 true_negative_rate:0.988 true_positive:9391 true_negative:2703 false_positive:32 false_negative:27074 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.183 true_negative_rate:0.995 true_positive:6675 true_negative:2722 false_positive:13 false_negative:29790 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.125 true_negative_rate:1.000 true_positive:4544 true_negative:2735 false_positive:0 false_negative:31921 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.084 true_negative_rate:1.000 true_positive:3063 true_negative:2735 false_positive:0 false_negative:33402 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.054 true_negative_rate:1.000 true_positive:1952 true_negative:2735 false_positive:0 false_negative:34513 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:1033 true_negative:2735 false_positive:0 false_negative:35432 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:439 true_negative:2735 false_positive:0 false_negative:36026 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:196 true_negative:2735 false_positive:0 false_negative:36269 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:76 true_negative:2735 false_positive:0 false_negative:36389 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:41 true_negative:2735 false_positive:0 false_negative:36424 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:2735 false_positive:0 false_negative:36443 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:2735 false_positive:0 false_negative:36456 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:2735 false_positive:0 false_negative:36459 
fr079_ocount_20_osize_20_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2735 false_positive:0 false_negative:36464 
