fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.000 precision:0.962 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:1431 false_negative:0 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.050 precision:0.980 recall:0.975 true_negative_rate:0.505 true_positive:35571 true_negative:723 false_positive:708 false_negative:894 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.100 precision:0.988 recall:0.900 true_negative_rate:0.718 true_positive:32814 true_negative:1027 false_positive:404 false_negative:3651 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.150 precision:0.993 recall:0.756 true_negative_rate:0.871 true_positive:27574 true_negative:1246 false_positive:185 false_negative:8891 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.200 precision:0.996 recall:0.590 true_negative_rate:0.942 true_positive:21501 true_negative:1348 false_positive:83 false_negative:14964 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.454 true_negative_rate:0.975 true_positive:16563 true_negative:1395 false_positive:36 false_negative:19902 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.341 true_negative_rate:0.988 true_positive:12422 true_negative:1414 false_positive:17 false_negative:24043 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.245 true_negative_rate:0.997 true_positive:8931 true_negative:1427 false_positive:4 false_negative:27534 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.173 true_negative_rate:0.999 true_positive:6297 true_negative:1429 false_positive:2 false_negative:30168 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.121 true_negative_rate:0.999 true_positive:4407 true_negative:1429 false_positive:2 false_negative:32058 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:2941 true_negative:1431 false_positive:0 false_negative:33524 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1817 true_negative:1431 false_positive:0 false_negative:34648 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:921 true_negative:1431 false_positive:0 false_negative:35544 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:336 true_negative:1431 false_positive:0 false_negative:36129 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:151 true_negative:1431 false_positive:0 false_negative:36314 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:70 true_negative:1431 false_positive:0 false_negative:36395 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:1431 false_positive:0 false_negative:36439 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:1431 false_positive:0 false_negative:36450 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:1431 false_positive:0 false_negative:36456 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:1431 false_positive:0 false_negative:36458 
fr079_ocount_80_osize_6_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1431 false_positive:0 false_negative:36464 
