edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.000 precision:0.589 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:31160 false_negative:0 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.050 precision:0.530 recall:0.722 true_negative_rate:0.086 true_positive:32186 true_negative:2668 false_positive:28492 false_negative:12401 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.100 precision:0.669 recall:0.481 true_negative_rate:0.660 true_positive:21437 true_negative:20553 false_positive:10607 false_negative:23150 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.150 precision:0.909 recall:0.327 true_negative_rate:0.953 true_positive:14562 true_negative:29704 false_positive:1456 false_negative:30025 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.200 precision:0.970 recall:0.231 true_negative_rate:0.990 true_positive:10283 true_negative:30840 false_positive:320 false_negative:34304 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.250 precision:0.996 recall:0.172 true_negative_rate:0.999 true_positive:7691 true_negative:31130 false_positive:30 false_negative:36896 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.133 true_negative_rate:1.000 true_positive:5941 true_negative:31160 false_positive:0 false_negative:38646 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:4958 true_negative:31160 false_positive:0 false_negative:39629 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:4052 true_negative:31160 false_positive:0 false_negative:40535 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3635 true_negative:31160 false_positive:0 false_negative:40952 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3329 true_negative:31160 false_positive:0 false_negative:41258 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3130 true_negative:31160 false_positive:0 false_negative:41457 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3019 true_negative:31160 false_positive:0 false_negative:41568 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2676 true_negative:31160 false_positive:0 false_negative:41911 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:889 true_negative:31160 false_positive:0 false_negative:43698 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:393 true_negative:31160 false_positive:0 false_negative:44194 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:82 true_negative:31160 false_positive:0 false_negative:44505 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:31160 false_positive:0 false_negative:44585 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:31160 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:31160 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_30_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:31160 false_positive:0 false_negative:44586 
