csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.000 precision:0.917 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1526 false_negative:0 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.050 precision:0.933 recall:0.969 true_negative_rate:0.231 true_positive:16333 true_negative:352 false_positive:1174 false_negative:524 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.100 precision:0.963 recall:0.875 true_negative_rate:0.630 true_positive:14757 true_negative:961 false_positive:565 false_negative:2100 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.150 precision:0.979 recall:0.710 true_negative_rate:0.836 true_positive:11969 true_negative:1275 false_positive:251 false_negative:4888 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.200 precision:0.988 recall:0.517 true_negative_rate:0.930 true_positive:8714 true_negative:1419 false_positive:107 false_negative:8143 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.250 precision:0.993 recall:0.375 true_negative_rate:0.970 true_positive:6322 true_negative:1480 false_positive:46 false_negative:10535 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.300 precision:0.996 recall:0.280 true_negative_rate:0.986 true_positive:4718 true_negative:1505 false_positive:21 false_negative:12139 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.211 true_negative_rate:0.995 true_positive:3553 true_negative:1519 false_positive:7 false_negative:13304 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.154 true_negative_rate:0.999 true_positive:2595 true_negative:1524 false_positive:2 false_negative:14262 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:1853 true_negative:1526 false_positive:0 false_negative:15004 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:1187 true_negative:1526 false_positive:0 false_negative:15670 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.043 true_negative_rate:1.000 true_positive:726 true_negative:1526 false_positive:0 false_negative:16131 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:422 true_negative:1526 false_positive:0 false_negative:16435 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:203 true_negative:1526 false_positive:0 false_negative:16654 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:69 true_negative:1526 false_positive:0 false_negative:16788 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:1526 false_positive:0 false_negative:16829 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:1526 false_positive:0 false_negative:16836 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:15 true_negative:1526 false_positive:0 false_negative:16842 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:1526 false_positive:0 false_negative:16849 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1526 false_positive:0 false_negative:16852 
csail_ocount_160_osize_4_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1526 false_positive:0 false_negative:16856 
