fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.000 precision:0.793 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:9089 false_negative:0 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.050 precision:0.784 recall:0.931 true_negative_rate:0.018 true_positive:32416 true_negative:162 false_positive:8927 false_negative:2415 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.100 precision:0.768 recall:0.797 true_negative_rate:0.078 true_positive:27751 true_negative:706 false_positive:8383 false_negative:7080 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.150 precision:0.754 recall:0.630 true_negative_rate:0.210 true_positive:21946 true_negative:1912 false_positive:7177 false_negative:12885 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.200 precision:0.765 recall:0.499 true_negative_rate:0.413 true_positive:17396 true_negative:3753 false_positive:5336 false_negative:17435 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.250 precision:0.838 recall:0.399 true_negative_rate:0.705 true_positive:13903 true_negative:6404 false_positive:2685 false_negative:20928 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.300 precision:0.917 recall:0.325 true_negative_rate:0.888 true_positive:11309 true_negative:8071 false_positive:1018 false_negative:23522 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.350 precision:0.970 recall:0.269 true_negative_rate:0.968 true_positive:9373 true_negative:8798 false_positive:291 false_negative:25458 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.400 precision:0.988 recall:0.223 true_negative_rate:0.989 true_positive:7752 true_negative:8993 false_positive:96 false_negative:27079 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.450 precision:0.997 recall:0.180 true_negative_rate:0.998 true_positive:6263 true_negative:9071 false_positive:18 false_negative:28568 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.137 true_negative_rate:1.000 true_positive:4789 true_negative:9087 false_positive:2 false_negative:30042 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:3590 true_negative:9089 false_positive:0 false_negative:31241 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.072 true_negative_rate:1.000 true_positive:2519 true_negative:9089 false_positive:0 false_negative:32312 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1717 true_negative:9089 false_positive:0 false_negative:33114 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1231 true_negative:9089 false_positive:0 false_negative:33600 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:860 true_negative:9089 false_positive:0 false_negative:33971 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:476 true_negative:9089 false_positive:0 false_negative:34355 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:200 true_negative:9089 false_positive:0 false_negative:34631 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:56 true_negative:9089 false_positive:0 false_negative:34775 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:9089 false_positive:0 false_negative:34819 
fhw_ocount_60_osize_22_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9089 false_positive:0 false_negative:34830 
