fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.000 precision:0.973 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:983 false_negative:0 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.050 precision:0.974 recall:0.934 true_negative_rate:0.102 true_positive:32518 true_negative:100 false_positive:883 false_negative:2313 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.100 precision:0.975 recall:0.781 true_negative_rate:0.283 true_positive:27212 true_negative:278 false_positive:705 false_negative:7619 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.150 precision:0.985 recall:0.596 true_negative_rate:0.670 true_positive:20752 true_negative:659 false_positive:324 false_negative:14079 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.200 precision:0.994 recall:0.466 true_negative_rate:0.906 true_positive:16220 true_negative:891 false_positive:92 false_negative:18611 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.388 true_negative_rate:0.993 true_positive:13500 true_negative:976 false_positive:7 false_negative:21331 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.327 true_negative_rate:0.994 true_positive:11401 true_negative:977 false_positive:6 false_negative:23430 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.272 true_negative_rate:0.994 true_positive:9464 true_negative:977 false_positive:6 false_negative:25367 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.228 true_negative_rate:0.997 true_positive:7928 true_negative:980 false_positive:3 false_negative:26903 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:6468 true_negative:983 false_positive:0 false_negative:28363 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5031 true_negative:983 false_positive:0 false_negative:29800 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3864 true_negative:983 false_positive:0 false_negative:30967 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2695 true_negative:983 false_positive:0 false_negative:32136 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1747 true_negative:983 false_positive:0 false_negative:33084 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1273 true_negative:983 false_positive:0 false_negative:33558 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:988 true_negative:983 false_positive:0 false_negative:33843 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:697 true_negative:983 false_positive:0 false_negative:34134 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:224 true_negative:983 false_positive:0 false_negative:34607 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:53 true_negative:983 false_positive:0 false_negative:34778 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:983 false_positive:0 false_negative:34818 
fhw_ocount_20_osize_16_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:983 false_positive:0 false_negative:34830 
