edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.000 precision:0.589 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:31138 false_negative:0 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.050 precision:0.546 recall:0.748 true_negative_rate:0.108 true_positive:33342 true_negative:3366 false_positive:27772 false_negative:11245 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.100 precision:0.610 recall:0.490 true_negative_rate:0.552 true_positive:21827 true_negative:17177 false_positive:13961 false_negative:22760 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.150 precision:0.842 recall:0.324 true_negative_rate:0.913 true_positive:14459 true_negative:28420 false_positive:2718 false_negative:30128 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.200 precision:0.933 recall:0.229 true_negative_rate:0.977 true_positive:10191 true_negative:30408 false_positive:730 false_negative:34396 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.250 precision:0.958 recall:0.175 true_negative_rate:0.989 true_positive:7820 true_negative:30793 false_positive:345 false_negative:36767 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.300 precision:0.972 recall:0.139 true_negative_rate:0.994 true_positive:6197 true_negative:30960 false_positive:178 false_negative:38390 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.350 precision:0.988 recall:0.111 true_negative_rate:0.998 true_positive:4961 true_negative:31077 false_positive:61 false_negative:39626 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.400 precision:0.997 recall:0.092 true_negative_rate:1.000 true_positive:4083 true_negative:31127 false_positive:11 false_negative:40504 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3652 true_negative:31138 false_positive:0 false_negative:40935 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3355 true_negative:31138 false_positive:0 false_negative:41232 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3129 true_negative:31138 false_positive:0 false_negative:41458 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3063 true_negative:31138 false_positive:0 false_negative:41524 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2737 true_negative:31138 false_positive:0 false_negative:41850 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:880 true_negative:31138 false_positive:0 false_negative:43707 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:451 true_negative:31138 false_positive:0 false_negative:44136 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:34 true_negative:31138 false_positive:0 false_negative:44553 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:31138 false_positive:0 false_negative:44584 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:31138 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:31138 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_31_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:31138 false_positive:0 false_negative:44586 
